N,Q,V
0,0,3.20619583129883
0,6.82220060195249e-05,3.20672011375427
0,0.000136474542765441,3.20710968971252
0,0.000204730470916736,3.20744919776917
0,0.000272976220811572,3.20777869224548
0,0.000341201622278575,3.20808386802673
0,0.000409437202001151,3.20839023590088
0,0.000477686347342576,3.20868301391602
0,0.000545921923023052,3.2089672088623
0,0.000614150715894546,3.20925283432007
0,0.00068236933455168,3.2095308303833
0,0.000750554031077932,3.20980906486511
0,0.000818752293223035,3.21008110046387
0,0.000886970907838069,3.21035194396973
0,0.000955189522453104,3.21061658859253
0,0.0010234183153246,3.21088600158691
0,0.00109166067785704,3.21114706993103
0,0.00115990643179398,3.21141529083252
0,0.00122813861606996,3.21167278289795
0,0.00129637080034595,3.2119312286377
0,0.0013646097714739,3.21218228340149
0,0.00143281821187458,3.21243238449097
0,0.0015010402178941,3.21268224716187
0,0.00156926222391363,3.21293830871582
0,0.00163745709465335,3.21318101882935
0,0.0017056689264594,3.21343350410461
0,0.00177388414966995,3.2136697769165
0,0.00184211633394593,3.21392226219177
0,0.00191035869647838,3.21415877342224
0,0.00197858070654,3.21440124511719
0,0.00204679592975054,3.21464514732361
0,0.00211500097874673,3.21488165855408
0,0.00218322298880835,3.21512293815613
0,0.00225146195589332,3.21535706520081
0,0.00231967039629399,3.21559119224548
0,0.00238788223214215,3.21582269668579
0,0.0024561212032701,3.21605801582336
0,0.00252434321333173,3.21629691123962
0,0.00259257200620322,3.21652960777283
0,0.00266081436469356,3.21675992012024
0,0.00272904315756506,3.21699166297913
0,0.00279727873728763,3.21722316741943
0,0.00286552449122457,3.21744990348816
0,0.0029337702451615,3.21767401695251
0,0.00300201260769395,3.21790933609009
0,0.0030702515788219,3.21813464164734
0,0.00313849054994986,3.21835899353027
0,0.00320671595141686,3.21858191490173
0,0.00327495831394931,3.21880626678467
0,0.00334322102895168,3.21903157234192
0,0.00341147695710298,3.21925592422485
0,0.00347973288525427,3.21947884559631
0,0.00354798542200019,3.21969938278198
0,0.0036162379587461,3.21991753578186
0,0.00368446336021311,3.22014784812927
0,0.00375268537027473,3.22035980224609
0,0.00382092434140269,3.22058033943176
0,0.00388917009533962,3.22080206871033
0,0.00395741584927656,3.2210214138031
0,0.00402563785933818,3.22123837471008
0,0.00409385986939981,3.22145891189575
0,0.00416207848805694,3.22167444229126
0,0.00423029710671408,3.22188901901245
0,0.00429855982171645,3.22210836410522
0,0.00436680557565339,3.22233009338379
0,0.00443501062464957,3.22253847122192
0,0.00450326316139549,3.22275400161743
0,0.00457153944201671,3.22296953201294
0,0.00463979537016801,3.22318530082703
0,0.00470805808112829,3.22339367866516
0,0.00477632079208856,3.22361040115356
0,0.00484458011164435,3.22382616996765
0,0.00491283264839026,3.22403693199158
0,0.00498109196794605,3.22425007820129
0,0.00504936485716279,3.22445964813232
0,0.00511763096356965,3.22467279434204
0,0.0051859004613819,3.22488355636597
0,0.00525418692025958,3.225093126297
0,0.00532247337913727,3.22530388832092
0,0.00539073948554414,3.22550964355469
0,0.00545900898335638,3.22572040557861
0,0.00552727169835876,3.22592496871948
0,0.00559553780476563,3.22613453865051
0,0.00566382426364331,3.22635269165039
0,0.00573211750532998,3.22656083106995
0,0.00580040396016557,3.22676301002502
0,0.00586865649691148,3.22696900367737
0,0.00593691582050937,3.22717356681824
0,0.00600521245764352,3.22738552093506
0,0.00607348874230684,3.22759008407593
0,0.00614176841837466,3.22779965400696
0,0.00621006505146671,3.22800803184509
0,0.00627834472349242,3.22821378707886
0,0.00634662100411365,3.22842216491699
0,0.00641488032366944,3.22861814498901
0,0.00648315321288617,3.2288179397583
0,0.00655142271069842,3.22903108596802
0,0.00661967863884971,3.2292320728302
0,0.00668793456700101,3.22944021224976
0,0.00675618710374692,3.2296450138092
0,0.00682444303189822,3.22984337806702
0,0.00689271252971047,3.23005175590515
0,0.00696100237999264,3.23025131225586
0,0.00702927187780489,3.2304573059082
0,0.00709754476702162,3.23065686225891
0,0.00716585836117911,3.23087024688721
