N,t,Q,V,E,T
123,23330.0011081155,1.62037936832966,3.6720283,117.6,25.507702
123,23340.0011085905,1.62107392512373,3.672107,117.6,25.342211
123,23350.0011090655,1.62176848434495,3.6721859,117.6,25.491943
123,23360.0011095405,1.6224630394403,3.6722646,117.6,25.35009
123,23370.0011100154,1.62315760088319,3.6721463,117.6,25.365852
123,23380.0011104904,1.62385216423024,3.6723828,117.6,25.413134
123,23390.0011109654,1.62454672465531,3.6723828,117.6,25.334328
123,23400.0011114404,1.62524128622948,3.6724222,117.6,25.223999
123,23410.0011119153,1.62593584394041,3.6724615,117.6,25.373732
123,23420.0011123903,1.62663040596325,3.6725402,117.6,25.515585
123,23430.0011128653,1.62732496284248,3.6725402,117.6,25.365852
123,23440.0011133403,1.62801951735781,3.6726191,117.6,25.413134
123,23450.0011138152,1.62871407436839,3.6726584,117.7,25.160955
123,23460.0011142902,1.62940863293303,3.6726978,117.7,25.389494
123,23470.0011147652,1.63010319377392,3.6727371,117.7,25.208237
123,23480.0011152402,1.63079775385974,3.672816,117.7,25.11367
123,23490.0011157151,1.63149231513841,3.6727767,117.7,25.279163
123,23500.0011161901,1.63218687302449,3.6729341,117.7,25.318567
123,23510.0011166651,1.63288142949881,3.6730917,117.7,25.255522
123,23520.0011171401,1.63357598403608,3.6730917,117.7,25.255522
123,23530.001117615,1.63427055361025,3.6730523,117.7,25.318567
123,23540.00111809,1.63496511838002,3.673131,117.7,25.460419
123,23550.001118565,1.63565968219766,3.6732099,117.7,25.357969
123,23560.00111904,1.63635424509598,3.6732099,117.7,25.21612
123,23570.0011195149,1.63704879782748,3.6732492,117.7,25.074266
123,23580.0011199899,1.6377433498914,3.6733279,117.7,25.026981
123,23590.0011204649,1.6384379155695,3.6734068,117.7,25.239761
123,23600.0011209398,1.63913248107262,3.6734855,117.7,25.294926
123,23610.0011214148,1.639827045339,3.6734462,117.8,25.381613
123,23620.0011218898,1.64052160881742,3.6736431,117.8,25.279163
123,23630.0011223648,1.64121616707553,3.6736038,117.8,25.247641
123,23640.0011228397,1.64191072860592,3.6737218,117.8,25.334328
123,23650.0011233147,1.64260528314316,3.6737218,117.8,25.334328
123,23660.0011237897,1.64329983606067,3.6737614,117.8,25.239761
123,23670.0011242647,1.64399439353087,3.67384,117.8,25.334328
123,23680.0011247396,1.64468894920623,3.6739187,117.8,25.255522
123,23690.0011252146,1.64538350728933,3.6739976,117.8,25.381613
123,23700.0011256896,1.64607805819317,3.6739976,117.8,25.271284
123,23710.0011261646,1.64677260833096,3.6741157,117.8,25.231878
123,23720.0011266395,1.64746715834833,3.6739976,117.8,25.097908
123,23730.0011271145,1.64816170660371,3.6741157,117.8,25.058508
123,23740.0011275895,1.64885626062657,3.6742339,117.8,25.263405
123,23750.0011280645,1.64955081742917,3.6743126,117.8,25.310686
123,23760.0011285394,1.65024537493216,3.6742733,117.8,25.554987
123,23770.0011290144,1.65093993392359,3.6743126,117.8,25.074266
123,23780.0011294894,1.65163449051828,3.6744702,117.8,25.184595
123,23790.0011299644,1.65232904306376,3.6744308,117.8,25.302805
123,23800.0011304393,1.65302360094988,3.6745491,117.8,25.373732
123,23810.0011309143,1.6537181639139,3.6745884,117.8,25.208237
123,23820.0011313893,1.65441272278486,3.6745884,117.8,25.168835
123,23830.0011318643,1.65510728473113,3.6747065,117.9,25.145193
123,23840.0011323392,1.65580184792496,3.6748247,117.9,25.137314
123,23850.0011328142,1.65649640604083,3.6747065,117.9,25.184595
123,23860.0011332892,1.65719096192416,3.6748641,117.9,25.050625
123,23870.0011337642,1.6578855093369,3.6748247,117.9,25.153072
123,23880.0011342391,1.6585800565198,3.6749823,117.9,25.184595
123,23890.0011347141,1.65927460264114,3.6749823,117.9,25.413134
123,23900.0011351891,1.65996915059018,3.674943,117.9,25.160955
123,23910.0011356641,1.66066370378128,3.6751792,117.9,25.310686
123,23920.001136139,1.66135826152504,3.6751399,117.9,25.058508
123,23930.001136614,1.66205281170855,3.6752973,117.9,25.176716
123,23940.001137089,1.66274735841587,3.6751399,117.9,25.050625
123,23950.001137564,1.66344190631347,3.6753368,117.9,25.239761
123,23960.0011380389,1.66413645195643,3.6754549,117.9,25.287046
123,23970.0011385139,1.66483099688917,3.6753762,117.9,25.129431
123,23980.0011389889,1.66552553865902,3.6754549,117.9,25.082146
123,23990.0011394639,1.66622008569267,3.6755731,117.9,25.153072
123,24000.0011399388,1.66691462995782,3.6755731,117.9,25.184595
123,24010.0011404138,1.66760918318658,3.6756518,117.9,25.318567
123,24020.0011408888,1.668303737818,3.6756518,117.9,25.342211
123,24030.0011413638,1.66899828369499,3.6757307,117.9,25.184595
123,24040.0011418387,1.66969283505346,3.6758094,117.9,25.405254
123,24050.0011423137,1.67038741502742,3.675967,117.9,25.192478
123,24060.0011427887,1.67108198620106,3.6758094,118,25.318567
123,24070.0011432637,1.67177655780129,3.6758883,118,25.145193
123,24080.0011437386,1.67247113026658,3.6760852,118,25.35009
123,24090.0011442136,1.67316570266602,3.6760063,118,25.357969
123,24100.0011446886,1.67386027527513,3.6760852,118,25.499823
123,24110.0011451635,1.67455485290545,3.6761639,118,25.302805
123,24120.0011456385,1.67524942642233,3.6760852,118,25.421017
123,24130.0011461135,1.67594400236795,3.6762033,118,25.397375
123,24140.0011465885,1.67663857475612,3.6762426,118,25.460419
123,24150.0011470634,1.6773331439713,3.6764002,118,25.499823
123,24160.0011475384,1.67802771799061,3.6764395,118,25.397375
123,24170.0011480134,1.67872229346522,3.6764791,118,25.153072
123,24180.0011484884,1.67941686671805,3.6765184,118,25.357969
123,24190.0011489633,1.68011144168944,3.6766365,118.1,25.310686
123,24200.0011494383,1.68080603075674,3.6767941,118.1,25.326448
123,24210.0011499133,1.68150060996326,3.6767154,118.1,25.48406
123,24220.0011503883,1.68219518345795,3.6767941,118.1,25.499823
123,24230.0011508632,1.68288976194399,3.6768334,118.1,25.271284
123,24240.0011513382,1.68358432715512,3.6769123,118.1,25.444658
123,24250.0011518132,1.68427889430198,3.676991,118.1,25.310686
123,24260.0011522882,1.68497346864967,3.6769123,118.1,25.452538
123,24270.0011527631,1.68566805500314,3.6771092,118.1,25.318567
123,24280.0011532381,1.68636262826797,3.676991,118.1,25.279163
123,24290.0011537131,1.68705720646817,3.6770699,118.1,25.279163
123,24300.0011541881,1.68775178091516,3.6772273,118.1,25.287046
123,24310.001154663,1.68844636105318,3.6771486,118.1,25.413134
123,24320.001155138,1.68914094129988,3.6773062,118.1,25.397375
123,24330.001155613,1.68983552129497,3.6774242,118.1,25.405254
123,24340.001156088,1.69053009413305,3.6774242,118.1,25.342211
123,24350.0011565629,1.69122466704784,3.6774242,118.1,25.381613
123,24360.0011570379,1.69191925010802,3.6775424,118.1,25.397375
123,24370.0011575129,1.69261382972128,3.6776211,118.1,25.271284
123,24380.0011579879,1.6933084068816,3.6775424,118.1,25.688957
123,24390.0011584628,1.69400298489549,3.6777394,118.1,25.231878
123,24400.0011589378,1.6946975602497,3.6777787,118.1,25.357969
123,24410.0011594128,1.69539214037548,3.6777394,118.1,25.428896
123,24420.0011598878,1.69608672700194,3.6777787,118.1,25.271284
123,24430.0011603627,1.69678130461078,3.6778576,118.1,25.334328
123,24440.0011608377,1.69747588810755,3.677897,118.1,25.35009
123,24450.0011613127,1.69817046932756,3.6780546,118.1,25.279163
123,24460.0011617877,1.69886505278163,3.6780939,118.1,25.554987
123,24470.0011622626,1.69955962905552,3.6780939,118.1,25.58651
123,24480.0011627376,1.70025420150992,3.6781332,118.1,25.389494
123,24490.0011632126,1.70094877467714,3.6782515,118.1,25.279163
123,24500.0011636876,1.70164336720252,3.6782119,118.2,25.389494
123,24510.0011641625,1.70233794069682,3.6782515,118.2,25.318567
123,24520.0011646375,1.70303250552352,3.6783302,118.2,25.562866
123,24530.0011651125,1.70372708909706,3.6785271,118.2,25.381613
123,24540.0011655875,1.70442166992401,3.6785271,118.2,25.231878
123,24550.0011660624,1.70511624599089,3.6785271,118.2,25.365852
123,24560.0011665374,1.70581082030729,3.6785271,118.2,25.397375
123,24570.0011670124,1.70650538719176,3.6786847,118.2,25.405254
123,24580.0011674874,1.70719995508286,3.6788027,118.2,25.413134
123,24590.0011679623,1.70789452607067,3.6787634,118.2,25.389494
123,24600.0011684373,1.70858908943116,3.678921,118.2,25.365852
123,24610.0011689123,1.70928366171102,3.6788423,118.2,25.389494
123,24620.0011693872,1.70997823881737,3.6788816,118.2,25.58651
123,24630.0011698622,1.7106728208263,3.678921,118.1,25.310686
123,24640.0011703372,1.71136738889619,3.6790392,118.2,25.342211
123,24650.0011708122,1.71206193024287,3.6791573,118.2,25.294926
123,24660.0011712871,1.71275647843718,3.6792362,118.2,25.334328
123,24670.0011717621,1.71345102326305,3.6791573,118.1,25.271284
123,24680.0011722371,1.7141455762392,3.6793149,118.1,25.318567
123,24690.0011727121,1.71484011536062,3.6793149,118.1,25.428896
123,24700.001173187,1.7155346517788,3.6793542,118.1,25.507702
123,24710.001173662,1.71622919778619,3.6794331,118.1,25.397375
123,24720.001174137,1.71692374269918,3.6794724,118.1,25.318567
123,24730.001174612,1.71761827887788,3.6795905,118.1,25.436775
123,24740.0011750869,1.71831282704064,3.6795511,118.1,25.365852
123,24750.0011755619,1.71900736807916,3.6796694,118.2,25.302805
123,24760.0011760369,1.71970191559533,3.6797087,118.2,25.294926
123,24770.0011765119,1.72039646230185,3.6797087,118.2,25.192478
123,24780.0011769868,1.72109101118737,3.6798663,118.2,25.208237
123,24790.0011774618,1.72178555932915,3.679827,118.2,25.239761
123,24800.0011779368,1.72248009881398,3.6800239,118.2,25.223999
123,24810.0011784118,1.72317464258871,3.6799846,118.2,25.200357
123,24820.0011788867,1.72386919871872,3.6800632,118.3,25.168835
123,24830.0011793617,1.72456375816498,3.6801419,118.3,25.326448
123,24840.0011798367,1.72525829983833,3.6801815,118.3,25.034864
123,24850.0011803117,1.72595283815251,3.6801815,118.3,25.097908
123,24860.0011807866,1.72664739094479,3.6801815,118.3,25.310686
123,24870.0011812616,1.72734194580532,3.6802208,118.3,25.192478
123,24880.0011817366,1.72803650365356,3.6803389,118.3,25.200357
123,24890.0011822116,1.72873105343644,3.6804571,118.4,25.223999
123,24900.0011826865,1.72942558184644,3.6805358,118.4,25.184595
123,24910.0011831615,1.73012012984592,3.6804571,118.4,25.428896
123,24920.0011836365,1.73081468320626,3.6805358,118.4,25.168835
123,24930.0011841115,1.73150923179643,3.6805358,118.4,25.176716
123,24940.0011845864,1.73220377725688,3.6806934,118.4,25.200357
123,24950.0011850614,1.7328983231331,3.680654,118.4,25.192478
123,24960.0011855364,1.73359286457698,3.6807327,118.4,25.452538
123,24970.0011860114,1.73428741137222,3.680851,118.4,25.153072
123,24980.0011864863,1.73498195030813,3.6809297,118.4,25.00334
123,24990.0011869613,1.73567649561548,3.6809692,118.4,25.318567
123,25000.0011874363,1.7363710424102,3.6809297,118.4,25.294926
123,25010.0011879113,1.73706559167765,3.6810479,118.4,25.294926
123,25020.0011883862,1.73776013896386,3.6810873,118.4,25.208237
123,25030.0011888612,1.73845468940269,3.6811662,118.4,25.200357
123,25040.0011893362,1.73914923141435,3.6812449,118.4,25.137314
123,25050.0011898112,1.73984378800446,3.6812449,118.4,25.302805
123,25060.0011902861,1.74053835145505,3.6814024,118.4,25.231878
123,25070.0011907611,1.74123290202501,3.6815205,118.4,25.287046
123,25080.0011912361,1.74192745819662,3.6814418,118.4,25.082146
123,25090.0011917111,1.74262200900782,3.68156,118.4,25.160955
123,25100.001192186,1.7433165654444,3.6815205,118.4,25.397375
123,25110.001192661,1.7440111233462,3.6816387,118.4,25.058508
123,25120.001193136,1.74470568118214,3.6817963,118.5,25.310686
123,25130.0011936109,1.74540023889834,3.6816387,118.5,25.200357
123,25140.0011940859,1.74609479170098,3.6818357,118.5,25.129431
123,25150.0011945609,1.74678934338619,3.6817963,118.5,25.357969
123,25160.0011950359,1.74748389368245,3.6819539,118.5,25.176716
123,25170.0011955108,1.74817844207413,3.6819143,118.4,25.192478
123,25180.0011959858,1.74887299176878,3.6820326,118.4,25.271284
123,25190.0011964608,1.74956753872582,3.6820719,118.5,25.184595
123,25200.0011969358,1.75026208557476,3.6821113,118.5,25.168835
123,25210.0011974107,1.75095662797995,3.6821902,118.5,25.11367
123,25220.0011978857,1.75165117359142,3.6822689,118.5,25.231878
123,25230.0011983607,1.75234571906125,3.6823871,118.5,25.121552
123,25240.0011988357,1.75304026975157,3.6823871,118.5,25.326448
123,25250.0011993106,1.7537348160327,3.6824265,118.5,25.019102
123,25260.0011997856,1.75442936066104,3.6824658,118.5,24.916655
123,25270.0012002606,1.75512390363694,3.6824265,118.5,25.168835
123,25280.0012007356,1.7558184406041,3.6826234,118.5,25.326448
123,25290.0012012105,1.75651298031712,3.682584,118.5,25.074266
123,25300.0012016855,1.7572075251956,3.6826627,118.5,25.452538
123,25310.0012021605,1.75790207111381,3.682781,118.5,25.208237
123,25320.0012026355,1.75859661598137,3.6828203,118.5,25.153072
123,25330.0012031104,1.75929116392459,3.682899,118.5,25.247641
123,25340.0012035854,1.75998571649753,3.6828597,118.5,25.247641
123,25350.0012040604,1.76068026224124,3.6829779,118.5,25.058508
123,25360.0012045354,1.76137481807343,3.6830566,118.6,25.247641
123,25370.0012050103,1.76206938707848,3.6832142,118.6,25.097908
123,25380.0012054853,1.76276395687157,3.6830959,118.6,25.334328
123,25390.0012059603,1.76345852632534,3.6831748,118.6,25.208237
123,25400.0012064353,1.76415309058076,3.6832535,118.6,24.900892
123,25410.0012069102,1.76484765428899,3.6834111,118.6,25.11367
123,25420.0012073852,1.76554221867572,3.6833718,118.6,25.090029
123,25430.0012078602,1.76623678832651,3.6833718,118.6,25.11367
123,25440.0012083352,1.76693135660928,3.6835294,118.6,25.318567
123,25450.0012088101,1.76762591925595,3.6835687,118.6,25.090029
123,25460.0012092851,1.76832048344576,3.6836081,118.6,25.034864
123,25470.0012097601,1.76901505033867,3.6836081,118.5,25.223999
123,25480.0012102351,1.76970961378426,3.683687,118.5,25.168835
123,25490.00121071,1.77040417789742,3.683687,118.5,25.239761
123,25500.001211185,1.77109874585188,3.683805,118.5,25.192478
123,25510.00121166,1.77179331079679,3.6839232,118.5,25.153072
123,25520.001212135,1.77248787809462,3.6839232,118.5,25.145193
123,25530.0012126099,1.77318244636644,3.6840019,118.6,25.310686
123,25540.0012130849,1.77387701282165,3.6840019,118.6,25.160955
123,25550.0012135599,1.77457157539174,3.6841202,118.6,25.334328
123,25560.0012140349,1.77526614599465,3.6840413,118.6,25.279163
123,25570.0012145098,1.77596071981511,3.6842778,118.6,25.129431
123,25580.0012149848,1.77665528748504,3.6843565,118.6,25.176716
123,25590.0012154598,1.77734985552704,3.6843958,118.6,24.885132
123,25600.0012159348,1.77804442472908,3.6843565,118.6,25.21612
123,25610.0012164097,1.77873899302277,3.6844747,118.6,25.153072
123,25620.0012168847,1.77943356098817,3.684514,118.6,25.097908
123,25630.0012173597,1.78012812217929,3.6845927,118.6,25.200357
123,25640.0012178346,1.78082269188477,3.6845534,118.6,25.208237
123,25650.0012183096,1.78151726237829,3.6846716,118.6,25.153072
123,25660.0012187846,1.78221182539706,3.6847897,118.6,25.090029
123,25670.0012192596,1.78290639432553,3.6847503,118.6,25.223999
123,25680.0012197345,1.78360096169999,3.6849079,118.6,25.090029
123,25690.0012202095,1.78429552604296,3.6849079,118.6,25.35009
123,25700.0012206845,1.78499010310282,3.6849473,118.6,25.168835
123,25710.0012211595,1.78568467083841,3.6850259,118.6,25.21612
123,25720.0012216344,1.78637924371766,3.6851442,118.7,25.129431
123,25730.0012221094,1.78707381395938,3.6852229,118.7,25.294926
123,25740.0012225844,1.78776838330377,3.6853018,118.7,25.137314
123,25750.0012230594,1.78846295276847,3.6852624,118.7,25.239761
123,25760.0012235343,1.789157521489,3.6851835,118.7,25.066387
123,25770.0012240093,1.7898520872875,3.6853018,118.7,25.145193
123,25780.0012244843,1.79054665103949,3.6853805,118.7,25.223999
123,25790.0012249593,1.79124121852337,3.6854198,118.7,25.121552
123,25800.0012254342,1.79193579042859,3.6855774,118.8,25.184595
123,25810.0012259092,1.79263035988239,3.6856956,118.8,25.129431
123,25820.0012263842,1.79332492623906,3.685735,118.8,25.160955
123,25830.0012268592,1.7940194888091,3.6856956,118.8,25.279163
123,25840.0012273341,1.79471404971565,3.685735,118.8,25.129431
123,25850.0012278091,1.79540860940746,3.6858532,118.8,25.058508
123,25860.0012282841,1.79610317224018,3.6858137,118.8,25.145193
123,25870.0012287591,1.79679773525895,3.6859319,118.8,25.287046
123,25880.001229234,1.79749230197676,3.6860502,118.8,25.11367
123,25890.001229709,1.79818686600237,3.6859713,118.8,25.11367
123,25900.001230184,1.79888142578173,3.6862075,118.8,25.129431
123,25910.001230659,1.79957598122733,3.6860895,118.8,25.074266
123,25920.0012311339,1.80027054067839,3.6863258,118.8,25.421017
123,25930.0012316089,1.80096509879425,3.6862471,118.8,24.948177
123,25940.0012320839,1.80165966295118,3.6862864,118.8,25.058508
123,25950.0012325589,1.80235422488649,3.6864834,118.8,25.255522
123,25960.0012330338,1.80304878531155,3.6864834,118.8,25.105789
123,25970.0012335088,1.8037433440403,3.6866014,118.8,25.168835
123,25980.0012339838,1.80443790481558,3.6864834,118.8,25.279163
123,25990.0012344588,1.80513246131177,3.6866014,118.9,25.231878
123,26000.0012349337,1.80582702099264,3.686641,118.8,25.00334
123,26010.0012354087,1.8065215819868,3.686759,118.9,25.074266
123,26020.0012358837,1.80721614603428,3.686759,118.9,25.058508
123,26030.0012363587,1.80791071049768,3.6868773,118.9,25.200357
123,26040.0012368336,1.80860527467652,3.6869166,118.9,25.271284
123,26050.0012373086,1.80929983909614,3.6870348,118.9,25.019102
123,26060.0012377836,1.80999440282628,3.6870742,118.9,25.105789
123,26070.0012382586,1.81068895819524,3.6870742,118.9,25.231878
123,26080.0012387335,1.81138351887204,3.6870742,118.9,25.255522
123,26090.0012392085,1.812078074252,3.6873105,118.9,25.200357
123,26100.0012396835,1.81277263935009,3.6873105,118.9,25.097908
123,26110.0012401585,1.8134672010337,3.6873105,118.9,25.255522
123,26120.0012406334,1.81416176624126,3.6873894,118.9,25.058508
123,26130.0012411084,1.81485632759652,3.6873894,118.9,24.956057
123,26140.0012415834,1.81555088763854,3.6874681,118.9,25.137314
123,26150.0012420583,1.81624545869014,3.6875467,118.9,25.026981
123,26160.0012425333,1.81694002530947,3.6877043,118.9,25.11367
123,26170.0012430083,1.81763459352659,3.6877832,118.9,25.160955
123,26180.0012434833,1.81832916104331,3.6877043,118.9,25.058508
123,26190.0012439582,1.8190237212495,3.6878619,118.9,25.239761
123,26200.0012444332,1.81971828744201,3.6878619,118.9,24.987581
123,26210.0012449082,1.8204128556263,3.6878619,118.9,25.105789
123,26220.0012453832,1.82110742750964,3.6879013,118.9,25.034864
123,26230.0012458581,1.82180199297986,3.6881375,118.9,25.21612
123,26240.0012463331,1.82249655064704,3.6880982,118.9,25.090029
123,26250.0012468081,1.82319110987922,3.6882164,118.9,25.074266
123,26260.0012472831,1.8238856742988,3.6882164,118.9,24.932417
123,26270.001247758,1.82458023938594,3.6882558,118.9,25.160955
123,26280.001248233,1.82527480047855,3.6884527,119,25.066387
123,26290.001248708,1.82596935902125,3.6884527,119,25.200357
123,26300.001249183,1.82666392299212,3.6885314,119,25.137314
123,26310.0012496579,1.82735848859368,3.6886497,119,25.129431
123,26320.0012501329,1.82805305391067,3.688689,119,25.373732
123,26330.0012506079,1.82874762078172,3.6886103,119,25.090029
123,26340.0012510829,1.82944218760899,3.6887679,119,25.019102
123,26350.0012515578,1.83013674950054,3.6888466,119,25.153072
123,26360.0012520328,1.83083130899539,3.6888859,119,25.050625
123,26370.0012525078,1.83152587181713,3.6888466,119,25.357969
123,26380.0012529828,1.83222043123538,3.6890435,119,25.026981
123,26390.0012534577,1.83291499288612,3.6888859,119,24.971819
123,26400.0012539327,1.8336095561128,3.6890042,119,25.255522
123,26410.0012544077,1.83430411994141,3.6891618,119,25.082146
123,26420.0012548827,1.83499868630902,3.6892011,119,25.294926
123,26430.0012553576,1.83569325161505,3.6892405,119,25.176716
123,26440.0012558326,1.83638781414138,3.6892798,119,25.011223
123,26450.0012563076,1.83708237067528,3.6893587,119,25.011223
123,26460.0012567826,1.83777691242658,3.6893191,119,25.090029
123,26470.0012572575,1.83847146998436,3.6894767,119,25.200357
123,26480.0012577325,1.83916602724662,3.6895556,119,25.176716
123,26490.0012582075,1.83986058479338,3.6896737,119,25.168835
123,26500.0012586825,1.84055514438666,3.6896343,119.1,25.160955
123,26510.0012591574,1.84124970693484,3.6896737,119,25.066387
123,26520.0012596324,1.8419442646349,3.6899099,119.1,25.129431
123,26530.0012601074,1.84263882024465,3.6898313,119,25.302805
123,26540.0012605824,1.84333337864509,3.6898706,119,25.271284
123,26550.0012610573,1.84402794134648,3.6898706,119,24.940296
123,26560.0012615323,1.84472249828043,3.6900675,119,25.11367
123,26570.0012620073,1.8454170542732,3.6901464,119,25.176716
123,26580.0012624823,1.84611160954367,3.6901069,119,25.097908
123,26590.0012629572,1.84680616492355,3.6902251,119,25.026981
123,26600.0012634322,1.84750072217488,3.6902251,119,24.885132
123,26610.0012639072,1.84819528556574,3.6904221,119.1,25.019102
123,26620.0012643822,1.84888984310158,3.6903827,119.1,25.090029
123,26630.0012648571,1.84958439964155,3.6905007,119.1,25.066387
123,26640.0012653321,1.85027895826086,3.6905797,119.1,25.184595
123,26650.0012658071,1.85097351442871,3.6905403,119.1,25.050625
123,26660.001266282,1.85166807652818,3.6906583,119.1,25.21612
123,26670.001266757,1.85236263275077,3.6907372,119.1,25.042744
123,26680.001267232,1.85305718608412,3.6906977,119.1,25.00334
123,26690.001267707,1.85375173936282,3.6908159,119.1,25.137314
123,26700.0012681819,1.85444629469892,3.6908946,119.1,24.885132
123,26710.0012686569,1.85514084463969,3.6909735,119.1,24.940296
123,26720.0012691319,1.8558353939786,3.6910129,119.1,25.145193
123,26730.0012696069,1.85652994931477,3.6910915,119.1,25.137314
123,26740.0012700818,1.8572245036331,3.6910915,119.1,25.026981
123,26750.0012705568,1.85791905672576,3.6911705,119.1,25.21612
123,26760.0012710318,1.85861361251054,3.6911705,119.1,25.247641
123,26770.0012715068,1.85930817067022,3.691328,119.1,25.097908
123,26780.0012719817,1.86000272405832,3.6913674,119.1,24.963938
123,26790.0012724567,1.86069727640677,3.6914461,119.2,25.208237
123,26800.0012729317,1.86139183624084,3.6914461,119.2,25.082146
123,26810.0012734067,1.86208639748671,3.6915643,119.2,25.090029
123,26820.0012738816,1.86278095611694,3.6915643,119.2,25.074266
123,26830.0012743566,1.86347551985799,3.691643,119.2,24.995462
123,26840.0012748316,1.8641700773392,3.6917613,119.2,25.145193
123,26850.0012753066,1.8648646321391,3.6917219,119.2,25.074266
123,26860.0012757815,1.86555918828504,3.6919188,119.2,25.074266
123,26870.0012762565,1.86625374830519,3.6920764,119.2,25.090029
123,26880.0012767315,1.86694830829245,3.6919188,119.2,25.074266
123,26890.0012772065,1.86764286889261,3.6919975,119.2,25.145193
123,26900.0012776814,1.86833742665826,3.6921551,119.2,25.034864
123,26910.0012781564,1.86903198131588,3.6921551,119.2,25.026981
123,26920.0012786314,1.86972654267115,3.6922734,119.2,25.153072
123,26930.0012791064,1.87042110489104,3.6922338,119.2,24.9797
123,26940.0012795813,1.8711156650425,3.6923521,119.2,25.129431
123,26950.0012800563,1.87181022576306,3.6923521,119.2,25.026981
123,26960.0012805313,1.8725047894713,3.6923914,119.2,25.129431
123,26970.0012810063,1.87319935029035,3.6925097,119.2,25.137314
123,26980.0012814812,1.87389391661418,3.6926672,119.2,24.963938
123,26990.0012819562,1.87458847998318,3.6926277,119.2,25.019102
123,27000.0012824312,1.8752830422906,3.6927459,119.2,25.184595
123,27010.0012829062,1.87597760597691,3.6927459,119.2,25.176716
123,27020.0012833811,1.87667216620498,3.6927853,119.2,25.239761
123,27030.0012838561,1.87736673310883,3.6929035,119.2,25.090029
123,27040.0012843311,1.8780612913451,3.6929822,119.3,25.058508
123,27050.0012848061,1.87875585747198,3.6929822,119.3,25.145193
123,27060.001285281,1.87945041780949,3.6929822,119.3,24.956057
123,27070.001285756,1.88014496240969,3.6931398,119.3,25.176716
123,27080.001286231,1.88083952061314,3.6931791,119.3,25.11367
123,27090.001286706,1.88153408096155,3.6933367,119.3,25.074266
123,27100.0012871809,1.88222863316774,3.6933761,119.3,24.948177
123,27110.0012876559,1.8829231885586,3.6933761,119.3,25.160955
123,27120.0012881309,1.8836177436977,3.693455,119.3,25.097908
123,27130.0012886059,1.88431230459332,3.6936123,119.3,25.153072
123,27140.0012890808,1.88500686812646,3.693573,119.3,25.137314
123,27150.0012895558,1.88570142546536,3.6936123,119.3,25.310686
123,27160.0012900308,1.88639596253057,3.6936913,119.3,25.097908
123,27170.0012905057,1.88709048708952,3.6936913,119.3,25.35009
123,27180.0012909807,1.8877850455009,3.6938882,119.3,25.019102
123,27190.0012914557,1.88847960616675,3.6938488,119.3,24.924536
123,27200.0012919307,1.88917416828806,3.6939275,119.3,25.121552
123,27210.0012924056,1.88986873058457,3.6940062,119.3,25.223999
123,27220.0012928806,1.89056329555134,3.6940851,119.3,25.082146
123,27230.0012933556,1.89125786388885,3.6940458,119.3,25.090029
123,27240.0012938306,1.89195243000478,3.6942031,119.3,25.074266
123,27250.0012943055,1.89264699589089,3.6942821,119.3,25.231878
123,27260.0012947805,1.89334154906011,3.6943607,119.3,25.168835
123,27270.0012952555,1.89403609487508,3.6944396,119.4,25.026981
123,27280.0012957305,1.89473064397319,3.694479,119.4,25.255522
123,27290.0012962054,1.89542519554463,3.6945577,119.4,25.042744
123,27300.0012966804,1.89611974645943,3.6945183,119.4,25.121552
123,27310.0012971554,1.89681429539341,3.6945577,119.4,25.200357
123,27320.0012976304,1.89750885174733,3.6946759,119.4,25.097908
123,27330.0012981053,1.89820341104517,3.6947153,119.4,25.255522
123,27340.0012985803,1.89889797222534,3.6948729,119.4,25.097908
123,27350.0012990553,1.89959252822906,3.6948729,119.4,25.097908
123,27360.0012995303,1.9002870910727,3.6949515,119.4,25.105789
123,27370.0013000052,1.90098165301901,3.6949515,119.4,25.208237
123,27380.0013004802,1.90167621153985,3.6950698,119.4,25.058508
123,27390.0013009552,1.90237077417557,3.6951485,119.4,25.074266
123,27400.0013014302,1.90306533827784,3.6952667,119.4,25.145193
123,27410.0013019051,1.90375990478776,3.6952274,119.4,25.105789
123,27420.0013023801,1.90445447140708,3.695385,119.4,25.192478
123,27430.0013028551,1.90514903967892,3.695385,119.4,25.034864
123,27440.0013033301,1.90584360935162,3.6954243,119.4,25.326448
123,27450.001303805,1.90653817709818,3.695503,119.4,25.271284
123,27460.00130428,1.90723274338912,3.6955819,119.4,25.176716
123,27470.001304755,1.90792729968834,3.6955819,119.4,25.35009
123,27480.00130523,1.90862186252103,3.6956606,119.4,25.082146
123,27490.0013057049,1.9093164255617,3.6957393,119.5,25.263405
123,27500.0013061799,1.91001099373509,3.6957788,119.5,25.168835
123,27510.0013066549,1.91070555896454,3.6959362,119.5,25.192478
123,27520.0013071299,1.9114001237015,3.6960151,119.5,25.034864
123,27530.0013076048,1.91209469410743,3.6960545,119.5,25.231878
123,27540.0013080798,1.91278926508242,3.6960938,119.5,25.090029
123,27550.0013085548,1.91348383364975,3.6961331,119.5,25.255522
123,27560.0013090298,1.91417840605841,3.6962121,119.5,24.940296
123,27570.0013095047,1.91487297127691,3.6962514,119.5,25.097908
123,27580.0013099797,1.91556753682374,3.6962907,119.5,25.247641
123,27590.0013104547,1.91626209832125,3.6964877,119.5,25.192478
123,27600.0013109297,1.91695666086944,3.696527,119.5,25.082146
123,27610.0013114046,1.91765122141487,3.6965666,119.5,25.026981
