N,t,Q,I,V,E,T
41,51600.0024508685,3.58526397120126,250.06735,3.9199908,130.2,23.078339
41,51610.0024513435,3.58595879772734,250.18555,3.9201484,130.2,23.363506
41,51620.0024518184,3.58665362753693,250.26437,3.9203453,130.2,23.355585
41,51630.0024522934,3.58734845429251,250.04765,3.920424,130.2,23.220922
41,51640.0024527684,3.58804327660448,250.10675,3.9205816,130.3,23.220922
41,51650.0024532434,3.58873807074269,250.08705,3.9206996,130.3,23.347664
41,51660.0024537183,3.58943286396151,250.02795,3.9208179,130.3,23.220922
41,51670.0024541933,3.59012765610872,250.10675,3.9209754,130.3,23.395191
41,51680.0024546683,3.59082245733963,250.16585,3.921133,130.3,23.355585
41,51690.0024551433,3.5915172472316,250.10675,3.9213693,130.4,23.181314
41,51700.0024556182,3.59221203493437,250.02795,3.921448,130.4,23.498169
41,51710.0024560932,3.59290682888615,250.10675,3.9215269,130.4,23.300137
41,51720.0024565682,3.59360162403146,250.08705,3.9216449,130.5,23.08626
41,51730.0024570432,3.59429642124582,250.12645,3.9218419,130.5,23.355585
41,51740.0024575181,3.59499122385632,250.08705,3.9220781,130.5,23.276371
41,51750.0024579931,3.59568602408027,250.18555,3.9219995,130.5,23.20508
41,51760.0024584681,3.59638082195042,250.18555,3.9221964,130.5,23.339741
41,51770.0024589431,3.59707561674583,250.14615,3.922354,130.5,23.308058
41,51780.002459418,3.59777041260261,250.06735,3.9224327,130.5,23.292213
41,51790.002459893,3.59846521854013,250.16585,3.9225509,130.6,23.45064
41,51800.002460368,3.59916002399523,250.10675,3.9227872,130.6,23.046652
41,51810.002460843,3.59985482235874,250.12645,3.9227872,130.6,23.292213
41,51820.0024613179,3.60054962160879,250.14615,3.9230235,130.6,23.141708
41,51830.0024617929,3.60124442258783,250.06735,3.9231417,130.6,23.236765
41,51840.0024622679,3.60193922358852,250.12645,3.9232597,130.7,23.276371
41,51850.0024627429,3.60263402246689,250.18555,3.9234567,130.7,23.38727
41,51860.0024632178,3.60332882375223,250.14615,3.9235356,130.7,23.173393
41,51870.0024636928,3.60402362947113,250.16585,3.9238112,130.7,23.300137
41,51880.0024641678,3.6047184268827,250.10675,3.9237719,130.7,23.315979
41,51890.0024646427,3.60541321820844,250.02795,3.9239295,130.8,23.292213
41,51900.0024651177,3.60610801367152,250.16585,3.9240475,130.8,23.228842
41,51910.0024655927,3.60680281456264,250.14615,3.9242444,130.8,23.141708
41,51920.0024660677,3.60749761594705,250.06735,3.924402,130.8,23.26845
41,51930.0024665426,3.60819240859686,250.08705,3.9246383,130.9,23.379349
41,51940.0024670176,3.60888721040793,250.12645,3.9245989,130.9,23.363506
41,51950.0024674926,3.60958200648363,250.18555,3.9247172,130.9,23.14963
41,51960.0024679676,3.61027680208881,250.16585,3.9248748,130.9,23.521933
41,51970.0024684425,3.61097160073636,250.06735,3.9251504,130.9,23.426876
41,51980.0024689175,3.61166639812497,250.04765,3.9252687,131,23.418955
41,51990.0024693925,3.61236119360932,250.06735,3.9253473,131,23.347664
41,52000.0024698675,3.61305599012252,250.10675,3.9255836,131,23.363506
41,52010.0024703424,3.61375078541008,250.16585,3.9255836,131,23.339741
41,52020.0024708174,3.6144455858531,250.06735,3.9257412,131,23.165472
41,52030.0024712924,3.615140387062,250.12645,3.9258595,131.1,23.125866
41,52040.0024717674,3.61583518482338,250.12645,3.9260168,131.1,23.38727
41,52050.0024722423,3.61652998535334,250.16585,3.9260564,131.1,23.458561
41,52060.0024727173,3.6172247887188,250.08705,3.9262137,131.1,23.458561
41,52070.0024731923,3.61791958331679,250.20528,3.926332,131.2,23.395191
41,52080.0024736673,3.61861438338668,249.96884,3.9265289,131.2,23.347664
41,52090.0024741422,3.61930918305249,250.10675,3.9267259,131.2,23.33182
41,52100.0024746172,3.62000398975602,250.10675,3.9267259,131.2,23.355585
41,52110.0024750922,3.62069878694817,250.16585,3.9270411,131.3,23.20508
41,52120.0024755672,3.62139358716067,250.12645,3.9270411,131.3,23.173393
41,52130.0024760421,3.62208839450974,250.02795,3.9271984,131.3,23.363506
41,52140.0024765171,3.62278319933072,250.14615,3.9274349,131.3,23.20508
41,52150.0024769921,3.62347800459991,250.20528,3.9274349,131.3,23.38727
41,52160.0024774671,3.62417280659685,250.10675,3.9276712,131.3,23.514011
41,52170.002477942,3.62486761354094,250.14615,3.9277892,131.3,23.260529
41,52180.002478417,3.62556242434946,250.20528,3.9279075,131.4,23.33182
41,52190.002478892,3.62625723533246,250.16585,3.9280257,131.4,23.363506
41,52200.002479367,3.62695204359048,250.24467,3.9282227,131.4,23.498169
41,52210.0024798419,3.62764685206732,250.08705,3.9283013,131.4,23.363506
41,52220.0024803169,3.62834165809281,250.10675,3.9285376,131.4,23.252607
41,52230.0024807919,3.62903646590229,250.04765,3.9284983,131.5,23.244686
41,52240.0024812669,3.62973127684189,250.10675,3.9287739,131.5,23.553617
41,52250.0024817418,3.63042608559249,250.10675,3.9288528,131.5,23.355585
41,52260.0024822168,3.63112089687126,250.08705,3.9290497,131.5,23.379349
41,52270.0024826918,3.63181571338161,250.04765,3.9291284,131.5,23.38727
41,52280.0024831668,3.63251052482431,250.14615,3.9293253,131.6,23.315979
41,52290.0024836417,3.63320533964858,249.98854,3.9294436,131.6,23.220922
41,52300.0024841167,3.63390015619212,250.02795,3.9295616,131.6,23.189238
41,52310.0024845917,3.63459496761311,250.04765,3.9297192,131.6,23.244686
41,52320.0024850667,3.63528977739168,250.20528,3.9298375,131.7,23.323898
41,52330.0024855416,3.63598459117717,250.04765,3.9299951,131.7,23.38727
41,52340.0024860166,3.63667940392253,250.10675,3.9301524,131.7,23.252607
41,52350.0024864916,3.63737422224976,250.20528,3.9302707,131.7,23.434797
41,52360.0024869666,3.6380690308035,250.20528,3.9303493,131.7,23.181314
41,52370.0024874415,3.6387638411414,250.10675,3.9306252,131.7,23.561539
41,52380.0024879165,3.63945864351058,250.18555,3.9306645,131.8,23.300137
41,52390.0024883915,3.64015344393179,250.12645,3.9307432,131.8,23.260529
41,52400.0024888664,3.64084825209076,250.12645,3.9309008,131.8,23.411036
41,52410.0024893414,3.64154306584983,250.10675,3.9310584,131.8,23.181314
41,52420.0024898164,3.64223788453224,250.06735,3.9311371,131.9,23.371428
41,52430.0024902914,3.64293270336814,250.14615,3.931334,131.9,23.426876
41,52440.0024907663,3.64362752036519,250.12645,3.9315705,131.9,23.339741
41,52450.0024912413,3.64432233848991,250.14615,3.9315705,131.9,23.411036
41,52460.0024917163,3.64501715984318,250.14615,3.9318068,131.9,23.395191
41,52470.0024921913,3.64571198165596,250.06735,3.9318855,131.9,23.284292
41,52480.0024926662,3.64640680094065,250.12645,3.9321218,132,23.426876
41,52490.0024931412,3.64710162367368,250.10675,3.9322007,132,23.458561
41,52500.0024936162,3.64779644354932,250.16585,3.9323583,132,23.616987
41,52510.0024940912,3.64849126329373,250.14615,3.9324763,132,23.14963
41,52520.0024945661,3.649186082753,250.12645,3.9325156,132,23.323898
41,52530.0024950411,3.64988090448953,250.12645,3.9327521,132,23.141708
41,52540.0024955161,3.65057571961502,250.10675,3.9329095,132.1,23.379349
41,52550.0024959911,3.65127053416066,250.12645,3.9330671,132.1,23.411036
41,52560.002496466,3.65196534745881,250.16585,3.9331064,132.1,23.300137
41,52570.002496941,3.65266015759327,250.16585,3.933264,132.1,23.363506
41,52580.002497416,3.65335496858152,250.12645,3.9335399,132.1,23.133787
41,52590.002497891,3.65404977321037,250.10675,3.9335003,132.2,23.308058
41,52600.0024983659,3.65474458248073,250.08705,3.9336972,132.2,23.529854
41,52610.0024988409,3.65543939228666,250.16585,3.9337761,132.2,23.220922
41,52620.0024993159,3.65613420493851,250.14615,3.9339731,132.2,23.173393
41,52630.0024997909,3.65682901974727,250.22498,3.9342093,132.2,23.102102
41,52640.0025002658,3.65752383602147,250.12645,3.93417,132.3,23.395191
41,52650.0025007408,3.65821865239544,250.16585,3.934288,132.3,23.244686
41,52660.0025012158,3.65891346932699,250.20528,3.934485,132.3,23.213001
41,52670.0025016908,3.6596082893451,250.18555,3.9346819,132.3,23.236765
41,52680.0025021657,3.66030310526995,250.18555,3.9348001,132.3,23.403112
41,52690.0025026407,3.66099792067926,250.10675,3.9349577,132.4,23.411036
41,52700.0025031157,3.66169273743575,250.22498,3.9351151,132.4,23.213001
41,52710.0025035907,3.66238755526477,250.24467,3.9352334,132.4,23.371428
41,52720.0025040656,3.66308237138577,250.10675,3.9352334,132.4,23.411036
41,52730.0025045406,3.66377718480354,250.12645,3.9354303,132.4,23.252607
41,52740.0025050156,3.66447199429242,250.04765,3.9356272,132.5,23.379349
41,52750.0025054906,3.6651668054122,250.16585,3.9358242,132.5,23.26845
41,52760.0025059655,3.6658616215446,250.10675,3.9359028,132.5,23.45064
41,52770.0025064405,3.66655643488614,250.14615,3.9360604,132.5,23.252607
41,52780.0025069155,3.66725125237634,250.10675,3.9361787,132.5,23.284292
41,52790.0025073905,3.66794606995434,250.16585,3.9363756,132.6,23.323898
41,52800.0025078654,3.66864088807884,250.12645,3.9365332,132.6,23.379349
41,52810.0025083404,3.66933570595227,250.12645,3.9365726,132.6,23.442719
41,52820.0025088154,3.67003051883387,250.04765,3.9367695,132.6,23.213001
41,52830.0025092904,3.67072532376952,250.16585,3.9368482,132.7,23.38727
41,52840.0025097653,3.67142013496584,250.22498,3.9369664,132.7,23.323898
41,52850.0025102403,3.67211494982899,250.18555,3.937124,132.7,23.292213
41,52860.0025107153,3.67280976496564,250.06735,3.9373603,132.7,23.220922
41,52870.0025111903,3.67350457728887,250.14615,3.9373996,132.8,23.442719
41,52880.0025116652,3.67419939311488,250.18555,3.9375572,132.8,23.308058
41,52890.0025121402,3.67489420980569,250.06735,3.9377148,132.8,23.379349
41,52900.0025126152,3.67558902576301,250.20528,3.9377542,132.8,23.292213
41,52910.0025130901,3.67628384351595,250.06735,3.9380298,132.8,23.20508
41,52920.0025135651,3.67697866022873,250.10675,3.9381087,132.9,23.292213
41,52930.0025140401,3.6776734818771,250.12645,3.9383056,132.9,23.308058
41,52940.0025145151,3.67836830212516,250.06735,3.9384236,132.9,23.292213
41,52950.00251499,3.6790631207311,250.16585,3.9385419,132.9,23.363506
41,52960.002515465,3.67975794012516,250.26437,3.9386995,132.9,23.418955
41,52970.00251594,3.68045275963876,250.14615,3.9388175,132.9,23.292213
41,52980.002516415,3.68114758201004,250.12645,3.9389358,133,23.379349
41,52990.0025168899,3.68184240475398,250.22498,3.939172,133,23.141708
41,53000.0025173649,3.68253722406083,250.10675,3.9392114,133,23.339741
41,53010.0025178399,3.68323204163807,250.16585,3.939369,133,23.355585
41,53020.0025183149,3.68392686574975,250.14615,3.9394872,133,23.244686
41,53030.0025187898,3.68462168970784,250.08705,3.9396446,133.1,23.292213
41,53040.0025192648,3.6853165077892,250.16585,3.9397628,133.1,23.474405
41,53050.0025197398,3.68601132238909,250.04765,3.9400384,133.1,23.236765
41,53060.0025202148,3.68670613419861,250.10675,3.9401174,133.1,23.260529
41,53070.0025206897,3.68740094905034,250.16585,3.9401567,133.1,23.252607
41,53080.0025211647,3.68809576564257,250.04765,3.9403143,133.2,23.181314
41,53090.0025216397,3.68879058601146,250.16585,3.9404323,133.2,23.276371
41,53100.0025221147,3.68948540410323,250.18555,3.9405899,133.2,23.308058
41,53110.0025225896,3.69018022369571,250.16585,3.9407082,133.2,23.442719
41,53120.0025230646,3.69087504422816,250.08705,3.9409051,133.2,23.323898
41,53130.0025235396,3.69156985901396,250.06735,3.9409444,133.3,23.252607
41,53140.0025240146,3.6922646668064,250.20528,3.9412596,133.3,23.379349
41,53150.0025244895,3.69295947783839,250.18555,3.9413776,133.3,23.355585
41,53160.0025249645,3.69365428975661,250.12645,3.9414959,133.3,23.38727
41,53170.0025254395,3.69434911234688,250.16585,3.9416535,133.3,23.339741
41,53180.0025259145,3.69504393191586,250.18555,3.9418504,133.3,23.323898
41,53190.0025263894,3.69573875155048,250.16585,3.9419291,133.4,23.371428
41,53200.0025268644,3.69643357062722,250.20528,3.9420474,133.4,23.276371
41,53210.0025273394,3.69712838854386,250.14615,3.9422443,133.4,23.308058
41,53220.0025278144,3.6978232024322,250.12645,3.9422443,133.4,23.38727
41,53230.0025282893,3.69851801429608,250.12645,3.9424412,133.5,23.165472
41,53240.0025287643,3.69921282584278,250.10675,3.9425592,133.5,23.213001
41,53250.0025292393,3.69990763755327,250.16585,3.9427562,133.5,23.173393
41,53260.0025297143,3.70060244778604,250.18555,3.9429138,133.5,23.308058
41,53270.0025301892,3.70129725499788,250.02795,3.9429138,133.5,23.355585
41,53280.0025306642,3.70199206589811,250.04765,3.9431894,133.6,23.466484
41,53290.0025311392,3.70268687104187,250.12645,3.9432683,133.6,23.276371
41,53300.0025316142,3.703381679053,250.20528,3.9434259,133.6,23.252607
41,53310.0025320891,3.70407649033699,250.20528,3.9436622,133.6,23.276371
41,53320.0025325641,3.70477129873174,250.16585,3.9438198,133.7,23.181314
41,53330.0025330391,3.70546610820961,250.14615,3.9438198,133.7,23.284292
41,53340.0025335141,3.70616091603504,250.10675,3.9441347,133.7,23.284292
41,53350.002533989,3.70685572638845,250.18555,3.9441741,133.7,23.339741
41,53360.002534464,3.70755053965339,250.12645,3.944253,133.7,23.252607
41,53370.002534939,3.70824535486647,250.06735,3.9443316,133.7,23.514011
41,53380.002535414,3.70894017477496,250.16585,3.9444892,133.8,23.181314
41,53390.0025358889,3.70963499315052,250.14615,3.9448831,133.8,23.379349
41,53400.0025363639,3.71032981233668,250.18555,3.9448831,133.8,23.339741
41,53410.0025368389,3.71102462850199,250.08705,3.9449618,133.8,23.458561
41,53420.0025373138,3.71171944500662,250.10675,3.94508,133.9,23.300137
41,53430.0025377888,3.71241426395162,250.12645,3.9453557,133.9,23.252607
41,53440.0025382638,3.71310907926308,250.12645,3.9454739,133.9,23.220922
41,53450.0025387388,3.71380389779284,250.22498,3.9455132,133.9,23.403112
41,53460.0025392137,3.71449871368483,250.14615,3.9455526,134,23.323898
41,53470.0025396887,3.71519353048455,250.12645,3.9458284,134,23.315979
41,53480.0025401637,3.71588834348683,250.16585,3.9459465,134,23.213001
41,53490.0025406387,3.71658315872196,250.12645,3.9460647,134,23.260529
41,53500.0025411136,3.7172779751716,250.12645,3.9462616,134,23.395191
41,53510.0025415886,3.71797279663432,250.10675,3.9464192,134.1,23.260529
41,53520.0025420636,3.71866761193491,250.16585,3.9465373,134.1,23.442719
41,53530.0025425386,3.71936242621805,250.12645,3.9466162,134.1,23.220922
41,53540.0025430135,3.72005724158367,250.16585,3.9467738,134.1,23.442719
41,53550.0025434885,3.7207520508648,250.06735,3.9469707,134.1,23.252607
41,53560.0025439635,3.72144686308947,250.10675,3.9469707,134.1,23.300137
41,53570.0025444385,3.72214167415429,250.14615,3.9472857,134.2,23.228842
41,53580.0025449134,3.72283648806515,250.16585,3.9472857,134.2,23.33182
41,53590.0025453884,3.723531300947,250.12645,3.9474039,134.2,23.33182
41,53600.0025458634,3.72422610926446,250.10675,3.9477189,134.2,23.323898
41,53610.0025463384,3.72492091480186,250.18555,3.9478371,134.2,23.315979
41,53620.0025468133,3.72561572128093,250.14615,3.9479947,134.3,23.228842
41,53630.0025472883,3.7263105348417,250.16585,3.9479947,134.3,23.26845
41,53640.0025477633,3.72700534424354,250.14615,3.9481916,134.3,23.355585
41,53650.0025482383,3.72770015053702,250.12645,3.9483886,134.3,23.339741
41,53660.0025487132,3.72839496176633,250.06735,3.9485855,134.4,23.070415
41,53670.0025491882,3.72908977658554,250.06735,3.9486642,134.4,23.284292
41,53680.0025496632,3.72978458357884,250.16585,3.9487824,134.4,23.593225
41,53690.0025501382,3.73047939708412,250.10675,3.9487824,134.4,23.252607
41,53700.0025506131,3.7311742078102,250.14615,3.9489794,134.4,23.363506
41,53710.0025510881,3.73186901633584,250.04765,3.9492157,134.4,23.20508
41,53720.0025515631,3.73256382929425,250.14615,3.9492157,134.5,23.33182
41,53730.0025520381,3.73325864107012,250.18555,3.9493339,134.5,23.363506
41,53740.002552513,3.73395345096396,250.12645,3.9496095,134.5,23.403112
41,53750.002552988,3.73464825674206,250.16585,3.9498851,134.5,23.292213
41,53760.002553463,3.73534306047398,250.10675,3.9498458,134.5,23.26845
41,53770.002553938,3.73603785807669,250.00826,3.9500821,134.5,23.33182
41,53780.0025544129,3.73673266265127,250.16585,3.9502003,134.6,23.363506
41,53790.0025548879,3.73742746686458,250.20528,3.950279,134.6,23.363506
41,53800.0025553629,3.7381222742411,250.14615,3.9504759,134.6,23.418955
41,53810.0025558379,3.73881708677322,250.20528,3.9505942,134.6,23.276371
41,53820.0025563128,3.73951189924995,250.22498,3.9507124,134.6,23.379349
41,53830.0025567878,3.74020670907791,250.16585,3.9508698,134.7,23.363506
41,53840.0025572628,3.740901518578,250.12645,3.9509881,134.7,23.371428
41,53850.0025577378,3.7415963302886,250.12645,3.9511456,134.7,23.252607
41,53860.0025582127,3.74229114275476,250.06735,3.9513426,134.7,23.323898
41,53870.0025586877,3.74298595344724,250.18555,3.9514606,134.8,23.418955
41,53880.0025591627,3.74368076358165,250.10675,3.9516575,134.8,23.434797
41,53890.0025596377,3.74437557566402,250.10675,3.9517365,134.8,23.33182
41,53900.0025601126,3.74507039154502,250.16585,3.951894,134.8,23.276371
41,53910.0025605876,3.74576520346318,250.08705,3.9519727,134.8,23.284292
41,53920.0025610626,3.74646001192348,250.10675,3.952091,134.8,23.339741
41,53930.0025615375,3.74715482485994,250.16585,3.9522483,134.9,23.260529
41,53940.0025620125,3.74784963783039,250.10675,3.9524453,134.9,23.363506
41,53950.0025624875,3.74854444641054,250.14615,3.9525242,134.9,23.133787
41,53960.0025629625,3.74923926141591,250.10675,3.9526029,134.9,23.418955
41,53970.0025634374,3.74993407443989,250.10675,3.9529181,134.9,23.339741
41,53980.0025639124,3.75062888481473,250.18555,3.9530361,135,23.379349
41,53990.0025643874,3.75132370214068,250.08705,3.953115,135,23.434797
41,54000.0025648624,3.7520185171349,250.16585,3.9533119,135,23.323898
41,54010.0025653373,3.75271333081504,250.08705,3.9533906,135,23.426876
41,54020.0025658123,3.75340814162798,250.16585,3.9535482,135.1,23.323898
41,54030.0025662873,3.75410295637046,250.20528,3.9536664,135.1,23.379349
41,54040.0025667623,3.75479777020407,250.12645,3.9539027,135.1,23.339741
41,54050.0025672372,3.75549259013477,250.12645,3.9539421,135.1,23.252607
41,54060.0025677122,3.75618740369467,250.14615,3.9540207,135.2,23.355585
41,54070.0025681872,3.75688222046174,250.20528,3.9542966,135.2,23.141708
41,54080.0025686622,3.75757702885621,250.18555,3.9544146,135.2,23.323898
41,54090.0025691371,3.75827183407627,250.14615,3.9544542,135.2,23.141708
41,54100.0025696121,3.75896664750481,250.16585,3.9547691,135.2,23.26845
41,54110.0025700871,3.75966146144837,250.10675,3.9549267,135.3,23.236765
41,54120.0025705621,3.76035628435602,250.18555,3.9548874,135.3,23.347664
41,54130.002571037,3.76105110303859,250.10675,3.9550843,135.3,23.260529
41,54140.002571512,3.76174592059435,250.10675,3.9552419,135.4,23.276371
41,54150.002571987,3.7624407365517,250.14615,3.9554389,135.4,23.315979
41,54160.002572462,3.76313555020998,250.14615,3.9556751,135.4,23.553617
41,54170.0025729369,3.76383036639653,250.12645,3.9557145,135.4,23.403112
41,54180.0025734119,3.76452518113905,250.16585,3.9559114,135.4,23.173393
41,54190.0025738869,3.7652199888001,250.12645,3.9559507,135.5,23.529854
41,54200.0025743619,3.76591479566235,250.04765,3.956069,135.5,23.56946
41,54210.0025748368,3.76660960089413,250.12645,3.9562659,135.5,23.197159
41,54220.0025753118,3.7673044118827,250.16585,3.9565022,135.5,23.403112
41,54230.0025757868,3.76799922240033,250.10675,3.9565415,135.5,23.371428
41,54240.0025762618,3.76869403430807,250.10675,3.9566598,135.5,23.260529
41,54250.0025767367,3.7693888425929,250.08705,3.9568174,135.6,23.14963
41,54260.0025772117,3.77008364978323,250.10675,3.9569747,135.6,23.244686
41,54270.0025776867,3.77077845525562,250.14615,3.9571717,135.6,23.165472
41,54280.0025781617,3.771473263169,250.06735,3.9572899,135.6,23.244686
41,54290.0025786366,3.77216807012994,250.08705,3.9574082,135.6,23.339741
41,54300.0025791116,3.77286287740807,250.12645,3.9575262,135.7,23.252607
41,54310.0025795866,3.77355768197178,250.16585,3.9576838,135.7,23.133787
41,54320.0025800616,3.77425248061415,250.02795,3.9578414,135.7,23.38727
41,54330.0025805365,3.77494727434201,250.10675,3.9579594,135.7,23.252607
41,54340.0025810115,3.77564207295149,250.22498,3.9581563,135.7,23.252607
41,54350.0025814865,3.77633687712126,250.08705,3.9582746,135.8,23.133787
41,54360.0025819615,3.77703167872974,250.12645,3.9583929,135.8,23.260529
41,54370.0025824364,3.77772648447471,250.12645,3.9585502,135.8,23.292213
41,54380.0025829114,3.77842128599588,250.16585,3.9587078,135.8,23.640753
41,54390.0025833864,3.77911608946541,250.04765,3.9587867,135.8,23.260529
41,54400.0025838614,3.77981089713696,250.12645,3.9588654,135.8,23.292213
41,54410.0025843363,3.78050569789138,250.24467,3.9591017,135.9,23.363506
41,54420.0025848113,3.78120050306791,250.12645,3.9592199,135.9,23.323898
41,54430.0025852863,3.78189530628534,250.18555,3.9593379,135.9,23.50609
41,54440.0025857612,3.78259011141795,250.10675,3.9594955,135.9,23.474405
41,54450.0025862362,3.78328491140588,250.10675,3.9596925,135.9,23.371428
41,54460.0025867112,3.78397971216094,250.08705,3.9598894,136,23.395191
41,54470.0025871862,3.78467451626465,250.10675,3.9599681,136,23.102102
41,54480.0025876611,3.78536931703026,250.24467,3.9600863,136,23.260529
41,54490.0025881361,3.78606411859492,250.10675,3.9602439,136,23.426876
41,54500.0025886111,3.78675891613205,250.08705,3.9603226,136,23.466484
41,54510.0025890861,3.78745370903972,250.06735,3.9605589,136.1,23.363506
41,54520.002589561,3.788148505997,250.14615,3.9606771,136.1,23.466484
41,54530.002590036,3.78884329999834,250.14615,3.9607954,136.1,23.529854
41,54540.002590511,3.78953809276311,250.12645,3.9609528,136.1,23.228842
41,54550.002590986,3.79023288942446,250.22498,3.9610317,136.1,23.228842
41,54560.0025914609,3.79092768695046,250.12645,3.9613073,136.2,23.323898
41,54570.0025919359,3.79162248720124,250.10675,3.9613862,136.2,23.347664
41,54580.0025924109,3.79231728704751,250.10675,3.9615436,136.2,23.323898
41,54590.0025928859,3.79301208691582,250.08705,3.9617012,136.2,23.403112
41,54600.0025933608,3.79370688972871,250.20528,3.9617405,136.3,23.339741
41,54610.0025938358,3.79440169196086,250.18555,3.961977,136.3,23.078339
41,54620.0025943108,3.79509648670701,250.20528,3.9621739,136.3,23.165472
41,54630.0025947858,3.79579127268618,250.08705,3.962292,136.3,23.308058
41,54640.0025952607,3.79648606125924,250.18555,3.9623709,136.3,23.323898
41,54650.0025957357,3.79718085243722,250.18555,3.9625282,136.3,23.308058
41,54660.0025962107,3.79787564235703,250.08705,3.9626858,136.4,23.466484
41,54670.0025966857,3.79857043952155,250.04765,3.9627647,136.4,23.418955
41,54680.0025971606,3.79926522935368,250.04765,3.963001,136.4,23.213001
41,54690.0025976356,3.79996002547813,250.06735,3.9631979,136.4,23.181314
41,54700.0025981106,3.80065482397811,250.06735,3.963316,136.4,23.197159
41,54710.0025985856,3.80134962368209,250.12645,3.9634342,136.4,23.521933
41,54720.0025990605,3.80204442195215,250.14615,3.9635525,136.5,23.442719
41,54730.0025995355,3.8027392243048,250.10675,3.9637494,136.5,23.284292
41,54740.0026000105,3.8034340261753,250.16585,3.9638674,136.5,23.292213
41,54750.0026004855,3.80412882710606,250.16585,3.964025,136.5,23.252607
41,54760.0026009604,3.80482362679881,250.10675,3.9641037,136.5,23.411036
41,54770.0026014354,3.80551842273757,250.10675,3.9643006,136.6,23.252607
41,54780.0026019104,3.80621321650964,250.08705,3.9644189,136.6,23.38727
41,54790.0026023854,3.806908014353,250.02795,3.9644976,136.6,23.173393
41,54800.0026028603,3.80760281160511,250.16585,3.9646552,136.6,23.45064
41,54810.0026033353,3.80829760369122,250.06735,3.9648128,136.7,23.236765
41,54820.0026038103,3.8089924020376,250.10675,3.965049,136.7,23.347664
41,54830.0026042853,3.80968720222289,250.20528,3.9651673,136.7,23.434797
41,54840.0026047602,3.81038199653105,250.14615,3.9652853,136.7,23.379349
41,54850.0026052352,3.81107679457115,250.14615,3.9653642,136.7,23.347664
41,54860.0026057102,3.81177159688041,250.12645,3.9656005,136.7,23.521933
41,54870.0026061852,3.81246640362219,250.20528,3.9656792,136.7,23.315979
41,54880.0026066601,3.8131612131876,250.14615,3.9658368,136.8,23.403112
41,54890.0026071351,3.81385602110021,250.06735,3.965955,136.8,23.300137
41,54900.0026076101,3.81455082461271,250.20528,3.966073,136.8,23.379349
41,54910.0026080851,3.81524563293045,250.06735,3.9663095,136.9,23.292213
41,54920.00260856,3.81594044109431,250.10675,3.9664276,136.9,23.395191
41,54930.002609035,3.81663525048473,250.10675,3.9666245,136.9,23.363506
41,54940.00260951,3.81733006353056,250.12645,3.9667428,136.9,23.14963
41,54950.0026099849,3.81802486833503,250.16585,3.9668608,137,23.482327
41,54960.0026104599,3.8187196767841,250.12645,3.9670577,137,23.228842
41,54970.0026109349,3.81941448642626,250.10675,3.9672153,137,23.228842
41,54980.0026114099,3.82010930376258,250.08705,3.9672546,137,23.411036
41,54990.0026118848,3.82080412281764,250.10675,3.9674911,137,23.220922
41,55000.0026123598,3.8214989356448,250.16585,3.9675698,137,23.308058
41,55010.0026128348,3.82219375257639,250.20528,3.9676881,137.1,23.244686
41,55020.0026133098,3.82288856376104,250.12645,3.9678454,137.1,23.133787
41,55030.0026137847,3.82358337339229,250.14615,3.968003,137.1,23.220922
41,55040.0026142597,3.82427818804735,250.08705,3.9681213,137.1,23.308058
41,55050.0026147347,3.82497300099493,250.10675,3.9683969,137.1,23.133787
41,55060.0026152097,3.82566780909456,250.08705,3.9685152,137.2,23.117945
41,55070.0026156846,3.82636262759074,250.14615,3.9686332,137.2,23.355585
41,55080.0026161596,3.82705744065913,250.18555,3.9687121,137.2,23.260529
41,55090.0026166346,3.8277522506954,250.10675,3.968909,137.2,23.347664
41,55100.0026171096,3.82844706203417,250.14615,3.9691453,137.3,23.418955
41,55110.0026175845,3.82914187418251,250.08705,3.9691846,137.3,23.315979
41,55120.0026180595,3.82983668812592,250.12645,3.969224,137.3,23.363506
41,55130.0026185345,3.83053150330616,250.04765,3.9695392,137.3,23.197159
41,55140.0026190095,3.83122631177781,250.22498,3.9696574,137.4,23.577383
41,55150.0026194844,3.8319211262684,250.12645,3.9697361,137.4,23.363506
41,55160.0026199594,3.83261593053652,250.10675,3.969933,137.4,23.395191
41,55170.0026204344,3.83331073686258,250.14615,3.9700513,137.4,23.133787
41,55180.0026209094,3.83400555205313,250.10675,3.9702086,137.4,23.213001
41,55190.0026213843,3.8347003636768,250.08705,3.9703662,137.5,23.498169
41,55200.0026218593,3.8353951738549,250.10675,3.9704452,137.5,23.244686
41,55210.0026223343,3.83608998813749,250.16585,3.9706025,137.5,23.315979
41,55220.0026228093,3.83678480186154,250.22498,3.970839,137.5,23.197159
41,55230.0026232842,3.83747961726014,250.14615,3.970957,137.5,23.181314
41,55240.0026237592,3.83817442852205,250.18555,3.971036,137.5,23.411036
41,55250.0026242342,3.83886923955387,250.14615,3.9712722,137.5,23.228842
41,55260.0026247092,3.83956404891151,250.08705,3.9713902,137.6,23.220922
41,55270.0026251841,3.84025886015182,250.16585,3.9715478,137.6,23.165472
41,55280.0026256591,3.84095367188474,250.16585,3.9716661,137.6,23.50609
41,55290.0026261341,3.84164848462416,250.08705,3.9717841,137.6,23.252607
41,55300.0026266091,3.84234330527671,250.10675,3.971981,137.6,23.609066
41,55310.002627084,3.84303812314953,250.16585,3.971981,137.7,23.110023
