,SOC,kp,kn,e
0,0.9314994717644287,1.1778107621918845,0.9533385785805406,0.39999097834017316
1,0.8629953464377476,0.9325668957441854,1.138001629104774,0.5125764799818637
2,0.7944931095055265,0.6270171789874502,1.839348956893833,0.5265256661061772
3,0.7259952441685253,0.41727910474163105,0.9846130736927869,0.4162108660761379
4,0.6574936579383464,0.22622248695852035,1.5979677053504764,1.6475139349688606
5,0.5889939690565131,0.28361844842319794,0.8561724391483334,1.9074716949388573
6,0.5204949979593898,0.27761527299239974,1.2985197622151783,0.874896507434817
7,0.45199289396126585,0.17611895466063954,2.4284897923848368,0.7436786243944091
8,0.3834963941894187,0.11730991222084115,0.21731711771655615,0.6072049988443662
9,0.3149946104755533,0.17464294923643178,0.12645697925627578,2.3580592843144497
10,0.24649153462265672,9.99,0.14877124916343426,0.7473300541536156
11,0.17799060469877048,0.7475122182245022,0.568485184339926,1.704709609042812
12,0.10948791561199533,0.5208747435157606,0.8578956335858181,6.6641958462425865
