Time (s),Voltage (V),Current (A),Cell Temperature,Thermocouple_2,Force,Current Shunt,CO2 from CAN (ppm),Humidity,Pressure,Status 1 ,Gas Temperature,Status 2,Thermal Conductivity
193.492,0.037853679,0,114.2797747,112.0245222,1.76742332,-9.420256962,2692,27.6,99.9,0,22.6875,0,1.142
193.592,0.037734079,0,114.2894878,112.0342197,1.790080205,-9.272818416,2692,27.6,99.9,0,22.6875,0,1.142
193.692,0.037694212,0,114.2894878,112.0148246,1.803026996,-9.3325908,2692,27.6,99.9,0,22.6875,0,1.142
193.792,0.037773945,0,114.2506357,112.0245222,1.76742332,-9.328605974,2692,27.6,99.9,0,22.6875,0,1.142
193.892,0.037694212,0,114.2506357,111.9954297,1.741529738,-9.288757719,2692,27.6,99.9,0,22.6875,0,1.142
193.992,0.037654346,0,114.2312099,111.9469433,1.777133414,-9.40431766,2692,27.6,99.9,0,22.6875,0,1.142
194.092,0.037694212,0,114.2506357,111.9469433,1.748003133,-9.288757719,2692,27.6,99.9,0,22.6875,0,1.142
194.192,0.037734079,0,114.2312099,111.9469433,1.786843507,-9.264848765,2692,27.6,99.9,0,22.6875,0,1.142
194.292,0.037734079,0,114.2020716,111.9178522,1.73829304,-9.252894289,2692,27.6,99.9,0,22.6875,0,1.142
194.392,0.037614479,0,114.2117843,111.9372462,1.722109551,-9.22500051,2692,27.6,99.9,0,22.6875,0,1.142
194.492,0.037614479,0,114.192359,111.9275492,1.699452666,-9.272818416,2692,27.6,99.9,0,22.6875,0,1.142
194.592,0.037654346,0,114.192359,111.8887615,1.751239831,-9.304697021,2673,27.6,99.9,0,22.6875,0,1.142
194.692,0.037614479,0,114.1826464,111.8790647,1.731819644,-9.244924638,2673,27.6,99.9,0,22.6875,0,1.142
194.792,0.037694212,0,114.1826464,111.8984583,1.731819644,-9.280788068,2673,27.6,99.9,0,22.6875,0,1.142
194.892,0.037614479,0,114.1437966,111.8305815,1.748003133,-9.26086394,2673,27.6,99.9,0,22.6875,0,1.142
194.992,0.037574612,0,114.1340843,111.8499746,1.709162759,-9.201091556,2673,27.6,99.9,0,22.6875,0,1.142
195.092,0.037614479,0,114.124372,111.840278,1.718872853,-9.272818416,2673,27.6,99.9,0,22.71875,0,1.142
195.192,0.037614479,0,114.1437966,111.8499746,1.702689364,-9.268833591,2673,27.6,99.9,0,22.71875,0,1.142
195.292,0.037534746,0,114.124372,111.8305815,1.705926062,-9.197106731,2673,27.6,99.9,0,22.71875,0,1.142
195.392,0.037494879,0,114.1049477,111.7917959,1.718872853,-9.256879114,2673,27.6,99.9,0,22.71875,0,1.142
195.492,0.037455013,0,114.1146598,111.7917959,1.741529738,-9.252894289,2673,27.6,99.9,0,22.71875,0,1.142
195.592,0.037455013,0,114.0855235,111.7917959,1.69297927,-9.248909463,2673,27.6,99.9,0,22.71875,0,1.142
195.692,0.037494879,0,114.0660996,111.7820997,1.744766435,-9.276803242,2656,27.6,99.9,0,22.71875,0,1.142
195.792,0.037494879,0,114.0855235,111.7530112,1.673559083,-9.240939812,2656,27.6,99.9,0,22.71875,0,1.142
195.892,0.037534746,0,114.0855235,111.7627073,1.702689364,-9.312666672,2656,27.6,99.9,0,22.71875,0,1.142
195.992,0.037455013,0,114.0660996,111.7530112,1.689742573,-9.205076382,2656,27.6,99.9,0,22.71875,0,1.142
196.092,0.037534746,0,114.0563877,111.7142273,1.696215968,-9.205076382,2656,27.6,99.9,0,22.71875,0,1.142
196.192,0.037534746,0,114.0369641,111.7239232,1.731819644,-9.236954986,2656,27.6,99.9,0,22.71875,0,1.142
196.292,0.037455013,0,114.0272524,111.6948357,1.705926062,-9.201091556,2656,27.6,99.9,0,22.71875,0,1.142
196.392,0.037534746,0,114.0078292,111.7045315,1.650902199,-9.276803242,2656,27.6,99.9,0,22.71875,0,1.142
196.492,0.037455013,0,113.9884061,111.6754443,1.654138897,-9.284772893,2656,27.6,99.9,0,22.71875,0,1.142
196.592,0.037375279,0,113.9981176,111.6754443,1.680032479,-9.209061208,2656,27.6,99.9,0,22.71875,0,1.142
196.692,0.037455013,0,113.9981176,111.7045315,1.699452666,-9.280788068,2656,27.6,99.9,0,22.71875,0,1.142
196.792,0.037494879,0,113.9786947,111.6657487,1.686505875,-9.268833591,2635,27.6,99.9,0,22.71875,0,1.142
196.892,0.037375279,0,113.9786947,111.6463576,1.670322386,-9.197106731,2635,27.6,99.9,0,22.71875,0,1.142
196.992,0.037494879,0,113.9689833,111.6366621,1.644428803,-9.248909463,2635,27.6,99.9,0,22.71875,0,1.142
197.092,0.037455013,0,113.9592719,111.6075761,1.647665501,-9.18913708,2635,27.6,99.9,0,22.71875,0,1.142
197.192,0.037415146,0,113.9495606,111.6172714,1.712399457,-9.228985335,2635,27.6,99.9,0,22.71875,0,1.142
197.292,0.037375279,0,113.9495606,111.6269667,1.631482012,-9.193121905,2635,27.6,99.9,0,22.71875,0,1.142
197.392,0.037375279,0,113.9204271,111.6075761,1.667085688,-9.181167429,2635,27.6,99.9,0,22.71875,0,1.142
197.492,0.037375279,0,113.9204271,111.5881856,1.621771918,-9.109440569,2635,27.6,99.9,0,22.71875,0,1.142
197.592,0.037375279,0,113.910716,111.5397104,1.670322386,-9.177182603,2635,27.6,99.9,0,22.71875,0,1.142
197.692,0.037375279,0,113.910716,111.5687954,1.670322386,-9.145303999,2635,27.6,99.9,0,22.71875,0,1.142
197.792,0.037335413,0,113.901005,111.5494054,1.670322386,-9.272818416,2635,27.6,99.9,0,22.71875,0,1.142
197.892,0.037295546,0,113.8815832,111.5397104,1.670322386,-9.256879114,2612,27.6,99.9,0,22.71875,0,1.142
197.992,0.037375279,0,113.8621615,111.5300155,1.650902199,-9.244924638,2612,27.6,99.9,0,22.71875,0,1.142
198.092,0.03725568,0,113.8330294,111.5009312,1.650902199,-9.248909463,2612,27.6,99.9,0,22.71875,0,1.142
198.192,0.037295546,0,113.8621615,111.5106259,1.647665501,-9.256879114,2612,27.6,99.9,0,22.71875,0,1.142
198.292,0.037295546,0,113.8524508,111.4815419,1.650902199,-9.197106731,2612,27.6,99.9,0,22.71875,0,1.142
198.392,0.03725568,0,113.8524508,111.5009312,1.631482012,-9.15327365,2612,27.6,99.9,0,22.71875,0,1.142
198.492,0.037375279,0,113.8233189,111.4718474,1.650902199,-9.173197778,2612,27.6,99.9,0,22.71875,0,1.142
198.592,0.03725568,0,113.8233189,111.442764,1.650902199,-9.169212952,2612,27.6,99.9,0,22.71875,0,1.142
198.692,0.037175947,0,113.7941874,111.4524584,1.605588429,-9.133349522,2612,27.6,99.9,0,22.71875,0,1.142
198.792,0.03725568,0,113.8038979,111.442764,1.599115034,-9.177182603,2612,27.6,99.9,0,22.71875,0,1.142
198.892,0.037215813,0,113.8136083,111.4233754,1.608825127,-9.209061208,2612,27.6,99.9,0,22.71875,0,1.142
198.992,0.03725568,0,113.7650565,111.4233754,1.605588429,-9.133349522,2592,27.6,99.9,0,22.71875,0,1.142
199.092,0.03713608,0,113.7359261,111.4233754,1.621771918,-9.264848765,2592,27.6,99.9,0,22.71875,0,1.142
199.192,0.037175947,0,113.7553463,111.3749047,1.595878336,-9.201091556,2592,27.6,99.9,0,22.71875,0,1.142
199.292,0.037215813,0,113.7553463,111.4039869,1.641192105,-9.129364697,2592,27.6,99.9,0,22.71875,0,1.142
199.392,0.03713608,0,113.7456362,111.3749047,1.579694847,-9.141319173,2592,27.6,99.9,0,22.71875,0,1.142
199.492,0.037215813,0,113.7456362,111.3652107,1.586168243,-9.157258475,2592,27.6,99.9,0,22.71875,0,1.142
199.592,0.037215813,0,113.726216,111.3361291,1.66384899,-9.093501267,2592,27.6,99.9,0,22.71875,0,1.142
199.692,0.037175947,0,113.7067961,111.3361291,1.569984753,-9.181167429,2592,27.6,99.9,0,22.71875,0,1.142
199.792,0.037096213,0,113.7067961,111.3167416,1.602351732,-9.268833591,2592,27.6,99.9,0,22.71875,0,1.142
199.892,0.03701648,0,113.7067961,111.3264353,1.602351732,-9.157258475,2592,27.6,99.9,0,22.71875,0,1.142
199.992,0.03713608,0,113.6970862,111.3167416,1.569984753,-9.121395045,2592,27.6,99.9,0,22.71875,0,1.142
200.092,0.037056347,0,113.6873764,111.307048,1.631482012,-9.18913708,2573,27.6,99.9,0,22.71875,0,1.142
200.192,0.037096213,0,113.6679569,111.2779673,1.573221451,-9.105455743,2573,27.6,99.9,0,22.71875,0,1.142
200.292,0.037096213,0,113.6582473,111.3167416,1.544091171,-9.181167429,2573,27.6,99.9,0,22.71875,0,1.142
200.392,0.037056347,0,113.6582473,111.2682738,1.586168243,-9.137334348,2573,27.6,99.9,0,22.71875,0,1.142
200.492,0.037096213,0,113.6485377,111.2585805,1.615298523,-9.145303999,2573,27.6,99.9,0,22.71875,0,1.142
200.592,0.037096213,0,113.6679569,111.2488871,1.599115034,-9.133349522,2573,27.6,99.9,0,22.71875,0,1.142
200.692,0.037096213,0,113.6388281,111.2391938,1.566748056,-9.181167429,2573,27.6,99.9,0,22.71875,0,1.142
200.792,0.03701648,0,113.6485377,111.2198074,1.582931545,-9.11741022,2573,27.6,99.9,0,22.71875,0,1.142
200.892,0.037096213,0,113.6096998,111.2391938,1.540854473,-9.145303999,2573,27.6,99.9,0,22.71875,0,1.142
200.992,0.037056347,0,113.5999904,111.2004212,1.569984753,-9.244924638,2573,27.6,99.9,0,22.71875,0,1.142
201.092,0.037096213,0,113.5708627,111.1907282,1.553801264,-9.197106731,2573,27.6,99.9,0,22.71875,0,1.142
201.192,0.03701648,0,113.5805719,111.2004212,1.537617775,-9.304697021,2562,27.6,99.9,0,22.71875,0,1.142
201.292,0.037056347,0,113.5708627,111.2004212,1.550564567,-9.137334348,2562,27.6,99.9,0,22.71875,0,1.142
201.392,0.036976614,0,113.5417355,111.1810352,1.56027466,-9.11741022,2562,27.6,99.9,0,22.71875,0,1.142
201.492,0.036976614,0,113.5514446,111.1810352,1.579694847,-9.11741022,2562,27.6,99.9,0,22.71875,0,1.142
201.592,0.037056347,0,113.5320266,111.1519566,1.524670984,-9.133349522,2562,27.6,99.9,0,22.71875,0,1.142
201.692,0.036976614,0,113.5417355,111.1616494,1.573221451,-9.165228127,2562,27.6,99.9,0,22.71875,0,1.142
201.792,0.03689688,0,113.5223177,111.1325711,1.53114438,-9.165228127,2562,27.6,99.9,0,22.71875,0,1.142
201.892,0.037056347,0,113.5223177,111.1519566,1.537617775,-9.157258475,2562,27.6,99.9,0,22.71875,0,1.142
201.992,0.03689688,0,113.4834826,111.1228785,1.540854473,-9.08154679,2562,27.6,99.9,0,22.71875,0,1.142
202.092,0.03689688,0,113.4834826,111.1034933,1.524670984,-9.161243301,2562,27.6,99.9,0,22.71875,0,1.142
202.192,0.036817147,0,113.4931913,111.1034933,1.553801264,-9.085531615,2562,27.6,99.9,0,22.71875,0,1.142
202.292,0.036857014,0,113.4931913,111.0938008,1.550564567,-9.105455743,2551,27.6,99.9,0,22.71875,0,1.142
202.392,0.03689688,0,113.4640654,111.0841084,1.527907682,-9.11741022,2551,27.6,99.9,0,22.71875,0,1.142
202.492,0.036817147,0,113.4446484,111.0841084,1.557037962,-9.073577139,2551,27.6,99.9,0,22.71875,0,1.142
202.592,0.036817147,0,113.4543568,111.074416,1.514960891,-9.11741022,2551,27.6,99.9,0,22.71875,0,1.142
202.692,0.036777281,0,113.4543568,111.0647237,1.537617775,-9.097486092,2551,27.6,99.9,0,22.75,0,1.142
202.792,0.036817147,0,113.43494,111.0647237,1.53114438,-9.097486092,2551,27.6,99.9,0,22.71875,0,1.142
202.892,0.036737414,0,113.4252316,111.0453391,1.514960891,-9.089516441,2551,27.6,99.9,0,22.75,0,1.142
202.992,0.036857014,0,113.3961068,111.0259548,1.508487495,-9.057637837,2551,27.6,99.9,0,22.75,0,1.142
203.092,0.036817147,0,113.4155233,111.0453391,1.511724193,-9.121395045,2551,27.6,99.9,0,22.75,0,1.142
203.192,0.036817147,0,113.3961068,110.9968788,1.508487495,-9.08154679,2551,27.6,99.9,0,22.75,0,1.142
203.292,0.036817147,0,113.3766906,111.035647,1.505250797,-9.057637837,2551,27.6,99.9,0,22.75,0,1.142
203.392,0.036657681,0,113.3961068,110.9871868,1.527907682,-9.149288824,2508,27.6,99.9,0,22.75,0,1.142
203.492,0.036777281,0,113.3475666,110.9871868,1.511724193,-9.04568336,2508,27.6,99.9,0,22.75,0,1.142
203.592,0.036737414,0,113.3475666,110.9678032,1.521434286,-9.121395045,2508,27.6,99.9,0,22.75,0,1.142
203.692,0.036737414,0,113.3572745,110.9678032,1.45670033,-9.061622662,2508,27.6,99.9,0,22.75,0,1.141
203.792,0.036697547,0,113.3378587,110.9678032,1.508487495,-9.00981993,2508,27.6,99.9,0,22.75,0,1.141
203.892,0.036617814,0,113.3378587,110.977495,1.472883819,-9.065607488,2508,27.6,99.9,0,22.75,0,1.141
203.992,0.036737414,0,113.3184431,110.9290365,1.508487495,-9.041698534,2508,27.6,99.9,0,22.75,0,1.141
204.092,0.036737414,0,113.2990277,110.9290365,1.511724193,-9.049668186,2508,27.6,99.9,0,22.75,0,1.141
204.192,0.036657681,0,113.2893201,110.9387281,1.463173726,-9.069592313,2508,27.6,99.9,0,22.75,0,1.141
204.292,0.036697547,0,113.2796126,110.8902706,1.479357215,-8.989895802,2508,27.6,99.9,0,22.75,0,1.141
204.392,0.036657681,0,113.2893201,110.9096534,1.48583061,-9.061622662,2508,27.6,99.9,0,22.75,0,1.141
204.492,0.036617814,0,113.2796126,110.9096534,1.48583061,-8.977941326,2485,27.6,99.9,0,22.75,0,1.141
204.592,0.036697547,0,113.2504902,110.8902706,1.502014099,-9.125379871,2485,27.6,99.9,0,22.75,0,1.141
204.692,0.036577948,0,113.2213684,110.8611967,1.479357215,-9.061622662,2485,27.6,99.9,0,22.75,0,1.141
204.792,0.036617814,0,113.2310756,110.8418144,1.469647121,-9.08154679,2485,27.6,99.9,0,22.75,0,1.141
204.892,0.036617814,0,113.2407829,110.8611967,1.469647121,-9.149288824,2485,27.6,99.9,0,22.75,0,1.141
204.992,0.036657681,0,113.2019541,110.8321234,1.469647121,-9.001850279,2485,27.6,99.9,0,22.75,0,1.141
205.092,0.036617814,0,113.192247,110.8515056,1.476120517,-9.069592313,2485,27.6,99.9,0,22.75,0,1.141
205.192,0.036577948,0,113.192247,110.8127414,1.466410423,-8.9739565,2485,27.6,99.9,0,22.75,0,1.141
205.292,0.036617814,0,113.192247,110.8030505,1.502014099,-9.037713709,2485,27.6,99.9,0,22.75,0,1.141
205.392,0.036577948,0,113.1631261,110.7933596,1.453463632,-9.021774407,2485,27.6,99.9,0,22.75,0,1.142
205.492,0.036577948,0,113.1631261,110.7933596,1.42757005,-9.053653011,2485,27.6,99.9,0,22.75,0,1.142
205.592,0.036577948,0,113.1534192,110.7739781,1.53114438,-9.025759232,2466,27.6,99.9,0,22.75,0,1.142
205.692,0.036538081,0,113.124299,110.7933596,1.453463632,-9.029744058,2466,27.6,99.9,0,22.75,0,1.142
205.792,0.036577948,0,113.1340057,110.7836688,1.453463632,-9.061622662,2466,27.6,99.9,0,22.75,0,1.142
205.892,0.036498215,0,113.124299,110.7545967,1.440516841,-9.013804756,2466,27.6,99.9,0,22.75,0,1.142
205.992,0.036577948,0,113.1048858,110.7449061,1.466410423,-9.005835104,2466,27.6,99.9,0,22.75,0,1.142
206.092,0.036458348,0,113.1048858,110.7449061,1.469647121,-9.017789581,2466,27.6,99.9,0,22.75,0,1.142
206.192,0.036458348,0,113.0951792,110.7158346,1.459937028,-9.005835104,2466,27.6,99.9,0,22.75,0,1.142
206.292,0.036458348,0,113.0660599,110.7255251,1.476120517,-8.906214466,2466,27.6,99.9,0,22.75,0,1.142
206.392,0.036418481,0,113.0854727,110.7255251,1.495540704,-8.942077896,2466,27.6,99.9,0,22.75,0,1.142
206.492,0.036498215,0,113.0854727,110.6770734,1.463173726,-9.049668186,2466,27.6,99.9,0,22.75,0,1.142
206.592,0.036418481,0,113.0660599,110.6770734,1.489067308,-8.997865453,2466,27.6,99.9,0,22.75,0,1.142
206.692,0.036418481,0,113.0660599,110.6673832,1.453463632,-8.954032372,2451,27.6,99.9,0,22.75,0,1.142
206.792,0.036418481,0,113.0466474,110.638313,1.482593912,-8.985910977,2451,27.6,99.9,0,22.75,0,1.142
206.892,0.036418481,0,113.0563536,110.638313,1.404913165,-8.985910977,2451,27.6,99.9,0,22.75,0,1.142
206.992,0.036338748,0,113.027235,110.628623,1.408149863,-9.089516441,2451,27.6,99.9,0,22.75,0,1.142
207.092,0.036298882,0,113.0466474,110.5995535,1.450226934,-8.958017198,2451,27.6,99.9,0,22.75,0,1.142
207.192,0.036259015,0,113.0369411,110.6189331,1.469647121,-8.965986849,2451,27.6,99.9,0,22.75,0,1.142
207.292,0.036378615,0,113.0078228,110.5898637,1.45670033,-8.858396559,2451,27.6,99.9,0,22.75,0,1.142
207.392,0.036298882,0,113.027235,110.5704844,1.459937028,-8.894259989,2451,27.6,99.9,0,22.75,0,1.142
207.492,0.036298882,0,113.0078228,110.5511052,1.41138656,-8.946062721,2451,27.6,99.9,0,22.75,0,1.142
207.592,0.036338748,0,112.9884109,110.5414157,1.41138656,-8.969971675,2451,27.6,99.9,0,22.75,0,1.142
207.692,0.036219148,0,112.9884109,110.492969,1.408149863,-8.926138594,2451,27.6,99.9,0,22.75,0,1.142
207.792,0.036259015,0,112.978705,110.5220369,1.401676467,-9.021774407,2437,27.6,99.9,0,22.75,0,1.142
207.892,0.036338748,0,112.9689992,110.5123476,1.404913165,-8.977941326,2437,27.6,99.9,0,22.75,0,1.142
207.992,0.036259015,0,112.9495877,110.492969,1.434043445,-8.997865453,2437,27.6,99.9,0,22.75,0,1.142
208.092,0.036259015,0,112.9495877,110.4735907,1.446990236,-8.930123419,2437,27.6,99.9,0,22.75,0,1.142
208.192,0.036259015,0,112.9689992,110.5026583,1.443753539,-8.93809307,2437,27.6,99.9,0,22.75,0,1.142
208.292,0.036179282,0,112.939882,110.4735907,1.41138656,-9.021774407,2437,27.6,99.9,0,22.75,0,1.142
208.392,0.036219148,0,112.9107653,110.4445237,1.437280143,-8.906214466,2437,27.6,99.9,0,22.75,0,1.142
208.492,0.036219148,0,112.9204708,110.4251459,1.421096654,-8.958017198,2437,27.6,99.9,0,22.75,0,1.142
208.592,0.036219148,0,112.8913544,110.4445237,1.404913165,-8.906214466,2437,27.6,99.9,0,22.75,0,1.142
208.692,0.036099549,0,112.8913544,110.4154571,1.395203071,-8.882305512,2437,27.6,99.9,0,22.75,0,1.142
208.792,0.036179282,0,112.9010598,110.4251459,1.385492978,-8.822533129,2437,27.6,99.9,0,22.75,0,1.142
208.892,0.036219148,0,112.8816491,110.4057683,1.391966374,-9.001850279,2423,27.6,99.9,0,22.75,0,1.141
208.992,0.036099549,0,112.8913544,110.3960796,1.424333352,-8.950047547,2423,27.6,99.9,0,22.75,0,1.141
209.092,0.036099549,0,112.8622385,110.386391,1.414623258,-8.870351036,2423,27.6,99.9,0,22.75,0,1.141
209.192,0.036179282,0,112.8622385,110.4057683,1.408149863,-8.90222964,2423,27.6,99.9,0,22.75,0,1.141
209.292,0.036059682,0,112.8525333,110.3960796,1.424333352,-8.918168942,2423,27.6,99.9,0,22.75,0,1.141
209.392,0.036139415,0,112.8331231,110.3670138,1.437280143,-8.946062721,2423,27.6,99.9,0,22.75,0,1.141
209.492,0.036139415,0,112.8137131,110.3670138,1.404913165,-8.898244815,2423,27.6,99.9,0,22.75,0,1.141
209.592,0.036059682,0,112.8137131,110.386391,1.414623258,-8.874335861,2423,27.6,99.9,0,22.75,0,1.141
209.692,0.036059682,0,112.8040082,110.3767024,1.41138656,-8.977941326,2423,27.6,99.9,0,22.75,0,1.141
209.792,0.036059682,0,112.7943033,110.3573253,1.401676467,-8.922153768,2423,27.6,99.9,0,22.75,0,1.141
209.892,0.036019815,0,112.765189,110.3476369,1.38225628,-8.854411734,2423,27.6,99.9,0,22.75,0,1.141
209.992,0.035979949,0,112.7943033,110.3767024,1.42757005,-8.798624176,2408,27.6,99.9,0,22.75,0,1.141
210.092,0.035979949,0,112.7748938,110.3476369,1.388729676,-8.934108245,2408,27.6,99.9,0,22.75,0,1.141
210.192,0.035979949,0,112.7166663,110.3379485,1.38225628,-8.882305512,2408,27.6,99.9,0,22.75,0,1.141
210.292,0.035940082,0,112.7360752,110.3670138,1.430806747,-8.878320687,2408,27.6,99.9,0,22.75,0,1.141
210.392,0.035900216,0,112.7166663,110.3379485,1.379019582,-8.834487606,2408,27.6,99.9,0,22.75,0,1.141
210.492,0.035940082,0,112.6972576,110.3282602,1.369309489,-8.890275164,2408,27.6,99.9,0,22.75,0,1.141
210.592,0.035900216,0,112.6875533,110.3185719,1.375782885,-8.838472431,2408,27.6,99.9,0,22.75,0,1.142
210.692,0.035900216,0,112.6972576,110.2895073,1.401676467,-8.886290338,2408,27.6,99.9,0,22.75,0,1.142
210.792,0.035900216,0,112.6681449,110.2991955,1.359599395,-8.814563478,2408,27.6,99.9,0,22.75,0,1.142
210.892,0.035979949,0,112.6778491,110.2895073,1.375782885,-8.870351036,2408,27.6,99.9,0,22.75,0,1.142
210.992,0.035820483,0,112.6778491,110.2991955,1.356362698,-8.898244815,2408,27.6,99.9,0,22.75,0,1.142
211.092,0.035979949,0,112.6584408,110.2507553,1.391966374,-8.90222964,2392,27.6,99.9,0,22.75,0,1.142
211.192,0.035860349,0,112.6293288,110.2604433,1.353126,-8.862381385,2392,27.6,99.9,0,22.75,0,1.142
211.292,0.035820483,0,112.6293288,110.2507553,1.356362698,-8.882305512,2392,27.6,99.9,0,22.78125,0,1.142
211.392,0.035860349,0,112.6196249,110.2313797,1.362836093,-8.878320687,2392,27.6,99.9,0,22.78125,0,1.142
211.492,0.035860349,0,112.6002172,110.2313797,1.366072791,-8.810578653,2392,27.6,99.9,0,22.78125,0,1.142
211.592,0.035820483,0,112.6293288,110.1345044,1.349889302,-8.858396559,2392,27.6,99.9,0,22.78125,0,1.142
211.692,0.035820483,0,112.6584408,110.0473211,1.362836093,-8.83050278,2392,27.6,99.9,0,22.78125,0,1.142
211.792,0.035780616,0,112.6584408,110.0279477,1.349889302,-8.894259989,2392,27.6,99.9,0,22.78125,0,1.142
211.892,0.035700883,0,112.609921,110.1829414,1.359599395,-8.822533129,2392,27.6,99.9,0,22.78125,0,1.142
211.992,0.035820483,0,112.6681449,109.9601421,1.323995719,-8.790654525,2392,27.6,99.9,0,22.78125,0,1.142
212.092,0.035780616,0,112.6778491,109.9020251,1.398439769,-8.862381385,2392,27.6,99.9,0,22.78125,0,1.142
212.192,0.035700883,0,112.6875533,109.84391,1.379019582,-8.746821444,2380,27.6,99.9,0,22.78125,0,1.142
212.292,0.035700883,0,112.6875533,109.8342243,1.346652604,-8.806593827,2380,27.6,99.9,0,22.78125,0,1.142
212.392,0.035700883,0,112.6778491,109.8051676,1.366072791,-8.862381385,2380,27.6,99.9,0,22.78125,0,1.142
212.492,0.035661016,0,112.6778491,109.8051676,1.336942511,-8.766745572,2380,27.6,99.9,0,22.78125,0,1.142
212.592,0.03562115,0,112.6778491,109.7954822,1.369309489,-8.822533129,2380,27.6,99.9,0,22.78125,0,1.142
212.692,0.035700883,0,112.6584408,109.7761114,1.304575533,-8.834487606,2380,27.6,99.9,0,22.78125,0,1.142
212.792,0.035700883,0,112.6584408,109.7664261,1.349889302,-8.770730397,2380,27.6,99.9,0,22.78125,0,1.142
212.892,0.035541416,0,112.6487367,109.7761114,1.375782885,-8.862381385,2380,27.6,99.9,0,22.78125,0,1.142
212.992,0.03562115,0,112.6293288,109.7567408,1.359599395,-8.738851793,2380,27.6,99.9,0,22.78125,0,1.142
213.092,0.035541416,0,112.6196249,109.7373705,1.294865439,-8.71494284,2380,27.6,99.9,0,22.78125,0,1.142
213.192,0.03550155,0,112.6002172,109.7664261,1.323995719,-8.71494284,2380,27.6,99.9,0,22.78125,0,1.142
213.292,0.035541416,0,112.6196249,109.7761114,1.30781223,-8.683064235,2372,27.6,99.9,0,22.78125,0,1.142
213.392,0.035541416,0,112.5808098,109.7276854,1.311048928,-8.766745572,2372,27.6,99.9,0,22.78125,0,1.142
213.492,0.03550155,0,112.5905135,109.7276854,1.30781223,-8.790654525,2372,27.6,99.9,0,22.78125,0,1.142
213.592,0.035541416,0,112.5808098,109.7276854,1.362836093,-8.774715223,2372,27.6,99.9,0,22.78125,0,1.142
213.692,0.035421817,0,112.5419956,109.7373705,1.349889302,-8.766745572,2372,27.6,99.9,0,22.78125,0,1.142
213.792,0.035461683,0,112.5614026,109.6986304,1.333705813,-8.726897316,2372,27.6,99.9,0,22.78125,0,1.142
213.892,0.03538195,0,112.5516991,109.7083153,1.294865439,-8.770730397,2372,27.6,99.9,0,22.78125,0,1.142
213.992,0.035342083,0,112.5031822,109.7373705,1.349889302,-8.778700048,2372,27.6,99.9,0,22.78125,0,1.142
214.092,0.03538195,0,112.5128855,109.7470556,1.330469115,-8.726897316,2372,27.6,99.9,0,22.78125,0,1.141
214.192,0.03538195,0,112.5322922,109.7083153,1.404913165,-8.914184117,2372,27.6,99.9,0,22.78125,0,1.141
214.292,0.035302217,0,112.493479,109.6986304,1.356362698,-8.738851793,2372,27.6,99.9,0,22.78125,0,1.141
214.392,0.03538195,0,112.4740728,109.6792607,1.349889302,-8.699003537,2352,27.6,99.9,0,22.78125,0,1.141
214.492,0.035342083,0,112.4643697,109.6792607,1.294865439,-8.774715223,2352,27.6,99.9,0,22.78125,0,1.141
214.592,0.035302217,0,112.4837759,109.6502065,1.356362698,-8.627276678,2352,27.6,99.9,0,22.78125,0,1.141
214.692,0.035302217,0,112.4837759,109.6695759,1.311048928,-8.906214466,2352,27.6,99.9,0,22.78125,0,1.141
214.792,0.035302217,0,112.4643697,109.6405218,1.320759022,-8.726897316,2352,27.6,99.9,0,22.78125,0,1.141
214.892,0.035342083,0,112.4546667,109.6502065,1.314285626,-8.778700048,2352,27.6,99.9,0,22.78125,0,1.141
214.992,0.035342083,0,112.4449638,109.6405218,1.327232417,-8.675094584,2352,27.6,99.9,0,22.78125,0,1.141
215.092,0.035342083,0,112.4061526,109.6502065,1.330469115,-8.778700048,2352,27.6,99.9,0,22.78125,0,1.141
215.192,0.035342083,0,112.3867473,109.6598912,1.30781223,-8.782684874,2352,27.6,99.9,0,22.78125,0,1.141
215.292,0.03526235,0,112.4061526,109.6211527,1.311048928,-8.67907941,2352,27.6,99.9,0,22.78125,0,1.141
215.392,0.03526235,0,112.4061526,109.6211527,1.30781223,-8.79463935,2352,27.6,99.9,0,22.78125,0,1.141
215.492,0.03526235,0,112.3867473,109.6211527,1.336942511,-8.647200805,2340,27.6,99.9,0,22.78125,0,1.141
215.592,0.035222484,0,112.3479374,109.6308373,1.327232417,-8.695018712,2340,27.6,99.9,0,22.78125,0,1.141
215.692,0.035222484,0,112.3285327,109.5920995,1.330469115,-8.758775921,2340,27.6,99.9,0,22.78125,0,1.141
215.792,0.035222484,0,112.3479374,109.6211527,1.285155346,-8.699003537,2340,27.6,99.9,0,22.78125,0,1.141
215.892,0.035222484,0,112.3576398,109.5920995,1.265735159,-8.663140107,2340,27.6,99.9,0,22.78125,0,1.14
215.992,0.03526235,0,112.3091283,109.5824152,1.27868195,-8.631261503,2340,27.6,99.9,0,22.78125,0,1.14
216.092,0.03514275,0,112.3285327,109.5920995,1.285155346,-8.726897316,2340,27.6,99.9,0,22.78125,0,1.14
216.192,0.035222484,0,112.3285327,109.5824152,1.294865439,-8.758775921,2340,27.6,99.9,0,22.78125,0,1.14
216.292,0.03526235,0,112.2994262,109.5920995,1.327232417,-8.746821444,2340,27.6,99.9,0,22.78125,0,1.14
