# ESC Time [s],Cell Temperature [K]
502.102,367.5370331
502.202,367.5274145
502.302,367.517796
502.402,367.4985591
502.502,367.4793223
502.602,367.4793223
502.702,367.4793223
502.802,367.4889406
502.902,367.4793223
503.002,367.4408491
503.102,367.4504673
503.202,367.4216127
503.302,367.4216127
503.402,367.4023765
503.502,367.4216127
503.602,367.4023765
503.702,367.4023765
503.802,367.4023765
503.902,367.3831404
504.002,367.3542866
504.102,367.3639045
504.202,367.3735225
504.302,367.3350509
504.402,367.3061976
504.502,367.3158153
504.602,367.3254331
504.702,367.3061976
504.802,367.2869623
504.902,367.2965799
505.002,367.2677271
505.102,367.2677271
505.202,367.2869623
505.302,367.2581095
505.402,367.2292571
505.502,367.248492
505.602,367.2292571
505.702,367.2196397
505.802,367.2100223
505.902,367.2196397
506.002,367.200405
506.102,367.2100223
506.202,367.1811705
506.302,367.1619361
506.402,367.1427018
506.502,367.1330847
506.602,367.1234677
506.702,367.1330847
506.802,367.1138507
506.902,367.1042337
507.002,367.1042337
507.102,367.075383
507.202,367.0849999
507.302,367.0465327
507.402,367.0849999
507.502,367.0465327
507.602,367.075383
507.702,367.036916
507.802,367.036916
507.902,367.0272993
508.002,367.0176826
508.102,367.0176826
508.202,367.0176826
508.302,366.9888329
508.402,366.9984495
508.502,366.9792164
508.602,366.9599835
508.702,366.9599835
508.802,366.9407508
508.902,366.9311344
509.002,366.8926695
509.102,366.9311344
509.202,366.9407508
509.302,366.8926695
509.402,366.9119019
509.502,366.8926695
509.602,366.8830534
509.702,366.9022857
509.802,366.8638212
509.902,366.8638212
510.002,366.8349732
510.102,366.8253573
510.202,366.8349732
510.302,366.8157414
510.402,366.7965097
510.502,366.8253573
510.602,366.8061255
510.702,366.7868939
510.802,366.7868939
510.902,366.7868939
511.002,366.7484311
511.102,366.7484311
511.202,366.7484311
511.302,366.7484311
511.402,366.7195844
511.502,366.7195844
511.602,366.7291999
511.702,366.7099689
511.802,366.7003534
511.902,366.6715072
512.002,366.690738
512.102,366.6618919
512.202,366.6522766
512.302,366.6426614
512.402,366.6330461
512.502,366.623431
512.602,366.6426614
512.702,366.623431
512.802,366.6138158
512.902,366.6138158
513.002,366.6042007
513.102,366.5753556
513.202,366.5945856
513.302,366.5753556
513.402,366.5657406
513.502,366.5368959
513.602,366.527281
513.702,366.5465107
513.802,366.5080515
513.902,366.5176662
514.002,366.4984368
514.102,366.4888221
514.202,366.4888221
514.302,366.4984368
514.402,366.4599782
514.502,366.4792074
514.602,366.4599782
514.702,366.4407491
514.802,366.4407491
514.902,366.4407491
515.002,366.4215202
515.102,366.4119058
515.202,366.4022914
515.302,366.3926771
515.402,366.4022914
515.502,366.4022914
515.602,366.3830628
515.702,366.35422
515.802,366.3446059
515.902,366.3349917
516.002,366.3446059
516.102,366.3253776
516.202,366.3253776
516.302,366.3349917
516.402,366.3157636
516.502,366.3157636
516.602,366.3157636
516.702,366.2965356
516.802,366.2869216
516.902,366.2869216
517.002,366.2676938
517.102,366.2580799
517.202,366.2388523
517.302,366.2484661
517.402,366.2388523
517.502,366.2196249
517.602,366.2100112
517.702,366.1907839
517.802,366.2100112
517.902,366.2003975
518.002,366.1715568
518.102,366.1811704
518.202,366.1523298
518.302,366.1619433
518.402,366.1427164
518.502,366.133103
518.602,366.1234896
518.702,366.104263
518.802,366.1138763
518.902,366.0850365
519.002,366.1138763
519.102,366.0946497
519.202,366.0754233
519.302,366.0754233
519.402,366.0754233
519.502,366.056197
519.602,366.0465839
519.702,366.056197
519.802,366.0273578
519.902,366.0177448
520.002,366.0177448
520.102,365.9792932
520.202,366.0081319
520.302,365.9792932
520.402,365.9792932
520.502,365.9600676
520.602,365.9696804
520.702,365.9696804
520.802,365.9600676
520.902,365.9312295
521.002,365.9600676
521.102,365.9504549
521.202,365.9216168
521.302,365.9120042
521.402,365.9120042
521.502,365.8927791
521.602,365.8639417
521.702,365.8831666
521.802,365.8735541
521.902,365.8831666
522.002,365.8639417
522.102,365.8351045
522.202,365.8639417
522.302,365.8447169
522.402,365.8254922
522.502,365.8254922
522.602,365.8254922
522.702,365.7966555
522.802,365.8062677
522.902,365.7678191
523.002,365.7774312
523.102,365.7678191
523.202,365.7678191
523.302,365.758207
523.402,365.7678191
523.502,365.729371
523.602,365.7197591
523.702,365.729371
523.802,365.7005354
523.902,365.7197591
524.002,365.6909235
524.102,365.7101472
524.202,365.6813117
524.302,365.6909235
524.402,365.6909235
524.502,365.6524765
524.602,365.6620882
524.702,365.6620882
524.802,365.6332533
524.902,365.6524765
525.002,365.6140301
525.102,365.6236417
525.202,365.6140301
525.302,365.6236417
525.402,365.5851956
525.502,365.5755842
525.602,365.5851956
525.702,365.5563615
525.802,365.5659728
525.902,365.5371388
526.002,365.5563615
526.102,365.5467501
526.202,365.5371388
526.302,365.5371388
526.402,365.5275276
526.502,365.5179164
526.602,365.498694
526.702,365.4890829
526.802,365.4890829
526.902,365.4794718
527.002,365.4794718
527.102,365.4698608
527.202,365.4698608
527.302,365.4410278
527.402,365.4410278
527.502,365.421806
527.602,365.421806
527.702,365.421806
527.802,365.4025843
527.902,365.4025843
528.002,365.3833628
528.102,365.4025843
528.202,365.3737521
528.302,365.3641414
528.402,365.3641414
528.502,365.3449201
528.602,365.3449201
528.702,365.325699
528.802,365.325699
528.902,365.325699
529.002,365.3160884
529.102,365.2968675
529.202,365.2968675
529.302,365.2680363
529.402,365.2680363
529.502,365.2680363
529.602,365.2488157
529.702,365.258426
529.802,365.2488157
529.902,365.2392055
530.002,365.2295953
530.102,365.2295953
530.202,365.1911547
530.302,365.2103749
530.402,365.1911547
530.502,365.1623247
530.602,365.1719346
530.702,365.1623247
530.802,365.1431048
530.902,365.1431048
531.002,365.123885
531.102,365.1334949
531.202,365.0950557
531.302,365.1046654
531.402,365.1046654
531.502,365.1046654
531.602,365.0662266
531.702,365.0758362
531.802,365.056617
531.902,365.0373978
532.002,365.056617
532.102,365.0277883
532.202,364.9989599
532.302,365.0181788
532.402,364.9797411
532.502,364.9797411
532.602,364.9989599
532.702,364.941304
532.802,364.9701318
532.902,364.941304
533.002,364.9316948
533.102,364.9220856
533.202,364.9124765
533.302,364.9028674
533.402,364.8932583
533.502,364.8740403
533.602,364.8836493
533.702,364.8740403
533.802,364.8740403
533.902,364.8452135
534.002,364.8452135
534.102,364.8452135
534.202,364.8356046
534.302,364.8067782
534.402,364.8452135
534.502,364.8067782
534.602,364.8259958
534.702,364.8067782
534.802,364.7779521
534.902,364.7683434
535.002,364.7587348
535.102,364.7299091
535.202,364.7395177
535.302,364.7395177
535.402,364.7106922
535.502,364.6914754
535.602,364.7010838
535.702,364.6722587
535.802,364.643434
535.902,364.6530422
536.002,364.6530422
536.102,364.6530422
536.202,364.6242176
536.302,364.6338258
536.402,364.6242176
536.502,364.5953933
536.602,364.6050014
536.702,364.5857853
536.802,364.5665693
536.902,364.5665693
537.002,364.5569614
537.102,364.5665693
537.202,364.5377456
537.302,364.5281378
537.402,364.5281378
537.502,364.4897067
537.602,364.51853
537.702,364.4993144
537.802,364.51853
537.902,364.4897067
538.002,364.4512762
538.102,364.4608838
538.202,364.4320611
538.302,364.4512762
538.402,364.4416686
538.502,364.4224536
538.602,364.4032388
538.702,364.4224536
538.802,364.4032388
538.902,364.4032388
539.002,364.3936314
539.102,364.3744167
539.202,364.384024
539.302,364.3648094
539.402,364.3552021
539.502,364.3263805
539.602,364.3359877
539.702,364.3359877
539.802,364.3071663
539.902,364.3167734
540.002,364.3071663
540.102,364.2783451
540.202,364.3071663
540.302,364.2783451
540.402,364.2687382
540.502,364.2495243
540.602,364.2591312
540.702,364.2303106
540.802,364.2495243
540.902,364.2303106
541.002,364.2110969
541.102,364.2110969
541.202,364.2207037
541.302,364.1822768
541.402,364.1918835
541.502,364.1822768
541.602,364.1918835
541.702,364.1438503
541.802,364.1534569
541.902,364.1150308
542.002,364.1150308
542.102,364.1150308
542.202,364.0958179
542.302,364.0862115
542.402,364.1054243
542.502,364.0573926
542.602,364.0669989
542.702,364.0573926
542.802,364.0573926
542.902,364.0381801
543.002,364.0381801
543.102,364.0381801
543.202,363.9997555
543.302,364.0381801
543.402,363.9901495
543.502,363.9805434
543.602,363.9901495
543.702,363.9613314
543.802,363.9517255
543.902,363.9325137
544.002,363.9517255
544.102,363.9325137
544.202,363.913302
544.302,363.9036962
544.402,363.8844848
544.502,363.8844848
544.602,363.8940905
544.702,363.8844848
544.802,363.8652734
544.902,363.8652734
545.002,363.8556678
545.102,363.8460622
545.202,363.826851
545.302,363.8556678
545.402,363.826851
545.502,363.7884292
545.602,363.826851
545.702,363.7788238
545.802,363.7884292
545.902,363.7692185
546.002,363.7884292
546.102,363.7307973
546.202,363.7596131
546.302,363.711587
546.402,363.7307973
546.502,363.7307973
546.602,363.7211921
546.702,363.711587
546.802,363.711587
546.902,363.6827716
547.002,363.6539566
547.102,363.6635616
547.202,363.6443516
547.302,363.6731666
547.402,363.6443516
547.502,363.6251418
547.602,363.615537
547.702,363.615537
547.802,363.6251418
547.902,363.6251418
548.002,363.5771178
548.102,363.5771178
548.202,363.5867225
548.302,363.5579084
548.402,363.5483038
548.502,363.5579084
548.602,363.5579084
548.702,363.5290945
548.802,363.5098855
548.902,363.51949
549.002,363.5098855
549.102,363.4810721
549.202,363.500281
549.302,363.4714677
549.402,363.4522589
549.502,363.4522589
549.602,363.4330503
549.702,363.4522589
549.802,363.4426546
549.902,363.4042376
550.002,363.4234461
550.102,363.4138418
550.202,363.4042376
550.302,363.3850293
550.402,363.4042376
550.502,363.3562171
550.602,363.3562171
550.702,363.3466131
550.802,363.3562171
550.902,363.3274052
551.002,363.3178013
551.102,363.3274052
551.202,363.3081974
551.302,363.3081974
551.402,363.2889897
551.502,363.2889897
551.602,363.2601783
551.702,363.2601783
551.802,363.2505746
551.902,363.2121601
552.002,363.2409709
552.102,363.2313673
552.202,363.2121601
552.302,363.2121601
552.402,363.2025565
552.502,363.173746
552.602,363.173746
552.702,363.173746
552.802,363.173746
552.902,363.1545391
553.002,363.1353324
553.102,363.1449358
553.202,363.1353324
553.302,363.1161258
553.402,363.1065225
553.502,363.0969193
553.602,363.0969193
553.702,363.0777129
553.802,363.0969193
553.902,363.0681097
554.002,363.0585066
554.102,363.0296975
554.202,363.0393005
554.302,363.0393005
554.402,363.0200945
554.502,363.0008885
554.602,363.0104915
554.702,362.9912856
554.802,362.9624771
554.902,362.9528743
555.002,362.9624771
555.102,362.9432715
555.202,362.9336688
555.302,362.9432715
555.402,362.9048608
555.502,362.9048608
555.602,362.9048608
555.702,362.9048608
555.802,362.8952582
555.902,362.8664505
556.002,362.876053
556.102,362.8664505
556.202,362.8472455
556.302,362.8280407
556.402,362.8472455
556.502,362.8184383
556.602,362.8280407
556.702,362.8088359
556.802,362.7896313
556.902,362.7992336
557.002,362.7896313
557.102,362.7800291
557.202,362.7608246
557.302,362.7704268
557.402,362.7512224
557.502,362.7512224
557.602,362.7320182
557.702,362.703212
557.802,362.712814
557.902,362.703212
558.002,362.703212
558.102,362.712814
558.202,362.69361
558.302,362.69361
558.402,362.684008
558.502,362.684008
558.602,362.6552023
558.702,362.6359986
558.802,362.6263968
558.902,362.6648042
559.002,362.6263968
559.102,362.6071933
559.202,362.616795
559.302,362.6071933
559.402,362.5975916
559.502,362.5975916
559.602,362.5783882
559.702,362.5687866
559.802,362.559185
559.902,362.5687866
560.002,362.5495834
560.102,362.5687866
560.202,362.559185
560.302,362.5399819
560.402,362.5783882
560.502,362.5303804
560.602,362.5207789
560.702,362.501576
560.802,362.501576
560.902,362.501576
561.002,362.4823733
561.102,362.4823733
561.202,362.4631706
561.302,362.4631706
561.402,362.4727719
561.502,362.4631706
561.602,362.4343668
561.702,362.4439681
561.802,362.4439681
561.902,362.4151645
562.002,362.4247656
562.102,362.4151645
562.202,362.3959622
562.302,362.4247656
562.402,362.3767601
562.502,362.3767601
562.602,362.3863612
562.702,362.3863612
562.802,362.3671591
562.902,362.3767601
563.002,362.3671591
563.102,362.3479571
563.202,362.3287553
563.302,362.3191544
563.402,362.3191544
563.502,362.3191544
563.602,362.2999527
563.702,362.2903519
563.802,362.2807511
563.902,362.2807511
564.002,362.2807511
564.102,362.2711504
564.202,362.251949
564.302,362.2423483
564.402,362.2423483
564.502,362.2327477
564.602,362.2327477
564.702,362.2135465
564.802,362.2135465
564.902,362.2423483
565.002,362.2135465
565.102,362.184745
565.202,362.184745
565.302,362.184745
565.402,362.1463433
565.502,362.1463433
565.602,362.1751445
565.702,362.1463433
565.802,362.1271427
565.902,362.0983419
566.002,362.1175424
566.102,362.0983419
566.202,362.1079421
566.302,362.0887417
566.402,362.0791415
566.502,362.0599412
566.602,362.0599412
566.702,362.0599412
566.802,362.0407411
566.902,362.0599412
567.002,362.031141
567.102,362.021541
567.202,362.021541
567.302,362.0023411
567.402,362.021541
567.502,362.0023411
567.602,361.9831413
567.702,361.9927412
567.802,361.9639415
567.902,361.9735414
568.002,361.9735414
568.102,361.9927412
568.202,361.9639415
568.302,361.9543417
568.402,361.9351422
568.502,361.9543417
568.602,361.8967434
568.702,361.9063431
568.802,361.8967434
568.902,361.8967434
569.002,361.8967434
569.102,361.8871438
569.202,361.8679446
569.302,361.8679446
569.402,361.8295467
569.502,361.8391461
569.602,361.8199472
569.702,361.8199472
569.802,361.8199472
569.902,361.8103478
570.002,361.8295467
570.102,361.8295467
570.202,361.7911491
570.302,361.8007485
570.402,361.7911491
570.502,361.752752
570.602,361.7623512
570.702,361.7719505
570.802,361.7431528
570.902,361.752752
571.002,361.752752
571.102,361.7239545
571.202,361.7335536
571.302,361.7143553
571.402,361.7143553
571.502,361.7143553
571.602,361.6759591
571.702,361.6951572
571.802,361.6759591
571.902,361.6855581
572.002,361.6375633
572.102,361.6567611
572.202,361.6279644
572.302,361.6375633
572.402,361.6279644
572.502,361.6279644
572.602,361.5991679
572.702,361.5799704
572.802,361.6087667
572.902,361.5703717
573.002,361.5991679
573.102,361.5991679
573.202,361.560773
573.302,361.560773
573.402,361.5511744
573.502,361.5415757
573.602,361.5415757
573.702,361.5319771
573.802,361.5031814
573.902,361.5223785
574.002,361.5223785
574.102,361.5031814
574.202,361.4935829
574.302,361.51278
574.402,361.474386
574.502,361.4839845
574.602,361.4551892
574.702,361.4455908
574.802,361.4263942
574.902,361.4647876
575.002,361.4359925
575.102,361.4455908
575.202,361.4263942
575.302,361.4167959
575.402,361.4455908
575.502,361.4167959
575.602,361.4167959
575.702,361.3880012
575.802,361.4071976
575.902,361.378403
576.002,361.3688049
576.102,361.3592067
576.202,361.378403
576.302,361.3496086
576.402,361.3592067
576.502,361.3496086
576.602,361.3400106
576.702,361.3304125
576.802,361.3304125
576.902,361.3400106
577.002,361.3112165
577.102,361.3112165
577.202,361.3016185
577.302,361.2920206
577.402,361.2920206
577.502,361.2920206
577.602,361.2824227
577.702,361.2728248
577.802,361.2536291
577.902,361.2536291
578.002,361.2344335
578.102,361.2536291
578.202,361.215238
578.302,361.2248358
578.402,361.1960427
578.502,361.2056403
578.602,361.1960427
578.702,361.186445
578.802,361.186445
578.902,361.186445
579.002,361.1768474
579.102,361.1576522
579.202,361.1672498
579.302,361.1384572
579.402,361.1384572
579.502,361.1192622
579.602,361.1096648
579.702,361.1288597
579.802,361.1192622
579.902,361.0712753
580.002,361.0808726
580.102,361.0808726
580.202,361.061678
580.302,361.0424835
580.402,361.023289
580.502,361.0136919
580.602,360.9944976
580.702,360.9753034
580.802,360.9849005
580.902,360.9561094
581.002,360.9753034
581.102,360.9561094
581.202,360.9561094
581.302,360.9465124
581.402,360.9273185
581.502,360.9273185
581.602,360.9177215
581.702,360.9177215
581.802,360.8793341
581.902,360.8793341
582.002,360.8793341
582.102,360.888931
582.202,360.8505439
582.302,360.8697374
582.402,360.8409472
582.502,360.8409472
582.602,360.8217538
582.702,360.8121572
582.802,360.8121572
582.902,360.8217538
583.002,360.8025606
583.102,360.7833675
583.202,360.7737709
583.302,360.7641744
583.402,360.792964
583.502,360.7545779
583.602,360.7353851
583.702,360.7161923
583.802,360.7257887
583.902,360.7257887
584.002,360.6874033
584.102,360.7161923
584.202,360.6969996
584.302,360.6874033
584.402,360.6778071
584.502,360.6586146
584.602,360.6874033
584.702,360.6586146
584.802,360.6394222
584.902,360.6394222
585.002,360.6298261
585.102,360.6298261
585.202,360.6394222
585.302,360.6010378
585.402,360.6010378
585.502,360.5914418
585.602,360.5722497
585.702,360.5722497
585.802,360.5722497
585.902,360.5626538
586.002,360.5530578
586.102,360.5530578
586.202,360.533866
586.302,360.5242702
586.402,360.5050785
586.502,360.485887
586.602,360.5242702
586.702,360.4954827
586.802,360.4954827
586.902,360.4570998
587.002,360.4283129
587.102,360.4475041
587.202,360.4570998
587.302,360.4283129
587.402,360.4091217
587.502,360.4283129
587.602,360.4187173
587.702,360.4091217
587.802,360.3803352
587.902,360.3899307
588.002,360.3803352
588.102,360.3899307
588.202,360.3515489
588.302,360.3707397
588.402,360.3323581
588.502,360.3323581
588.602,360.3227628
588.702,360.3515489
588.802,360.3035722
588.902,360.3035722
589.002,360.2747865
589.102,360.2939769
589.202,360.2747865
589.302,360.2651913
589.402,360.2555961
589.502,360.2555961
589.602,360.246001
589.702,360.2364058
589.802,360.2172157
589.902,360.2364058
590.002,360.1980256
590.102,360.2076206
590.202,360.1980256
590.302,360.1980256
590.402,360.1884306
590.502,360.1884306
590.602,360.1692407
590.702,360.1596458
590.802,360.1500509
590.902,360.1500509
591.002,360.1212664
591.102,360.140456
591.202,360.140456
591.302,360.1212664
591.402,360.1020768
591.502,360.0924821
591.602,360.0732926
591.702,360.063698
591.802,360.0732926
591.902,360.0828873
592.002,360.063698
592.102,360.063698
592.202,360.0445087
592.302,360.0253195
592.402,360.0157249
592.502,360.0061304
592.602,360.0253195
592.702,360.0061304
592.802,359.9869414
592.902,359.9965359
593.002,359.9677525
593.102,359.977347
593.202,359.9581581
593.302,359.9581581
593.402,359.9389694
593.502,359.9389694
593.602,359.9389694
593.702,359.9293751
593.802,359.9101865
593.902,359.9101865
594.002,359.9005922
594.102,359.9101865
594.202,359.9005922
594.302,359.8526213
594.402,359.8526213
594.502,359.8430271
594.602,359.833433
594.702,359.8430271
594.802,359.8142449
594.902,359.7950569
595.002,359.7950569
595.102,359.7854629
595.202,359.8046509
595.302,359.766275
595.402,359.7566811
595.502,359.7566811
595.602,359.7470873
595.702,359.7374934
595.802,359.7183058
595.902,359.7374934
596.002,359.7278996
596.102,359.7183058
596.202,359.7183058
596.302,359.6799308
596.402,359.6991182
596.502,359.6703371
596.602,359.6607434
596.702,359.6607434
596.802,359.6415562
596.902,359.6607434
597.002,359.6415562
597.102,359.6319626
597.202,359.622369
597.302,359.5935884
597.402,359.6031819
597.502,359.6031819
597.602,359.5839949
597.702,359.5744015
597.802,359.5839949
597.902,359.5456213
598.002,359.5456213
598.102,359.5456213
598.202,359.5264346
598.302,359.5264346
598.402,359.5168413
598.502,359.5264346
598.602,359.5264346
598.702,359.4880615
598.802,359.4880615
598.902,359.4592819
599.002,359.4592819
599.102,359.4496887
599.202,359.4400956
599.302,359.4209094
599.402,359.4305025
599.502,359.4113164
599.602,359.4113164
599.702,359.3921303
599.802,359.3921303
599.902,359.3921303
600.002,359.3825373
600.102,359.3537585
600.202,359.3537585
600.302,359.3345727
600.402,359.3441656
600.502,359.3249799
600.602,359.3153871
600.702,359.3153871
600.802,359.3441656
600.902,359.277016
601.002,359.3153871
601.102,359.3057943
601.202,359.2866087
601.302,359.277016
601.402,359.2674233
601.502,359.2674233
601.602,359.2482379
601.702,359.277016
601.802,359.2386453
601.902,359.2194601
602.002,359.2386453
602.102,359.2002749
602.202,359.2194601
602.302,359.2194601
602.402,359.1906824
602.502,359.1906824
602.602,359.1810899
602.702,359.1810899
602.802,359.1714974
602.902,359.1906824
603.002,359.1523125
603.102,359.161905
603.202,359.161905
603.302,359.1427201
603.402,359.1523125
603.502,359.1427201
603.602,359.1331277
603.702,359.1235353
603.802,359.1235353
603.902,359.113943
604.002,359.0947584
604.102,359.0947584
604.202,359.1043507
604.302,359.1043507
604.402,359.0851661
604.502,359.0851661
604.602,359.0659816
604.702,359.0659816
604.802,359.037205
604.902,359.0563894
605.002,359.0467972
605.102,359.0276129
605.202,358.9988366
605.302,359.0084287
605.402,358.9988366
605.502,359.0084287
605.602,359.0180208
605.702,358.9892445
605.802,358.9796525
605.902,358.9892445
606.002,358.9700605
606.102,358.9508766
606.202,358.9604685
606.302,358.9508766
606.402,358.9508766
606.502,358.9316927
606.602,358.9125089
606.702,358.9221008
606.802,358.9221008
606.902,358.9221008
607.002,358.8837334
607.102,358.8933252
607.202,358.8837334
607.302,358.8837334
607.402,358.8741416
607.502,358.8645499
607.602,358.8549581
607.702,358.8645499
607.802,358.8645499
607.902,358.8645499
608.002,358.8357747
608.102,358.8357747
608.202,358.8165914
608.302,358.8069998
608.402,358.8069998
608.502,358.7974081
608.602,358.778225
608.702,358.8069998
608.802,358.778225
608.902,358.7590419
609.002,358.7398589
609.102,358.7494504
609.202,358.7590419
609.302,358.7206761
609.402,358.7398589
609.502,358.7206761
609.602,358.7014933
609.702,358.7206761
609.802,358.6919019
609.902,358.6823105
610.002,358.6823105
610.102,358.6439454
610.202,358.6439454
610.302,358.6439454
610.402,358.6535366
610.502,358.6439454
610.602,358.6343541
610.702,358.6439454
610.802,358.6151717
610.902,358.6055805
611.002,358.6055805
611.102,358.6055805
611.202,358.6055805
611.302,358.5863983
611.402,358.5768072
611.502,358.557625
611.602,358.5672161
611.702,358.557625
611.802,358.548034
611.902,358.5384429
612.002,358.50967
612.102,358.519261
612.202,358.50967
612.302,358.5288519
612.402,358.50967
612.502,358.4904882
612.602,358.5000791
612.702,358.5000791
612.802,358.4904882
612.902,358.4713064
613.002,358.4713064
613.102,358.4521247
613.202,358.4904882
613.302,358.4425339
613.402,358.4425339
613.502,358.4329431
613.602,358.4329431
613.702,358.4329431
613.802,358.4041709
613.902,358.4041709
614.002,358.3945802
614.102,358.3849895
614.202,358.3945802
614.302,358.3753989
614.402,358.3849895
614.502,358.346627
614.602,358.3370364
614.702,358.3562176
614.802,358.346627
614.902,358.3178554
615.002,358.3082648
615.102,358.3274459
615.202,358.3082648
615.302,358.3274459
615.402,358.269903
615.502,358.2986744
615.602,358.2794934
615.702,358.2890839
615.802,358.2603126
615.902,358.2507222
616.002,358.2411319
616.102,358.2507222
616.202,358.2603126
616.302,358.2315415
616.402,358.2411319
616.502,358.2219512
616.602,358.2219512
616.702,358.1931804
616.802,358.1835901
616.902,358.1644097
617.002,358.1644097
617.102,358.1548195
617.202,358.1452294
617.302,358.1548195
617.402,358.1260491
617.502,358.1548195
617.602,358.1356393
617.702,358.1452294
617.802,358.1452294
617.902,358.1164591
618.002,358.1260491
618.102,358.106869
618.202,358.0876889
618.302,358.0972789
618.402,358.0876889
618.502,358.0685089
618.602,358.0589189
618.702,358.0685089
618.802,358.0589189
618.902,358.0685089
619.002,358.0397391
619.102,358.0109694
619.202,358.0205593
619.302,358.0109694
619.402,357.9917897
619.502,358.0109694
619.602,357.9726102
619.702,357.9917897
619.802,357.9726102
619.902,357.9726102
620.002,357.9821999
620.102,357.9534306
620.202,357.9726102
620.302,357.9630204
620.402,357.9534306
620.502,357.9342512
620.602,357.9342512
620.702,357.9150719
620.802,357.9054822
620.902,357.9054822
621.002,357.8958926
621.102,357.8767134
621.202,357.8767134
621.302,357.886303
621.402,357.8479448
621.502,357.8479448
621.602,357.8287659
621.702,357.8479448
621.802,357.8479448
621.902,357.8191764
622.002,357.8191764
622.102,357.8287659
622.202,357.809587
622.302,357.7904081
622.402,357.809587
622.502,357.7520508
622.602,357.7808188
622.702,357.7424615
622.802,357.7424615
622.902,357.7520508
623.002,357.7328722
623.102,357.7232829
623.202,357.7328722
623.302,357.7328722
623.402,357.7424615
623.502,357.7232829
623.602,357.7136937
623.702,357.6945153
623.802,357.6849261
623.902,357.7041045
624.002,357.6753369
624.102,357.6657478
624.202,357.6753369
624.302,357.6657478
624.402,357.6465696
624.502,357.6178024
624.602,357.6273914
624.702,357.6273914
624.802,357.6273914
624.902,357.6178024
625.002,357.6082134
625.102,357.6082134
625.202,357.5698575
625.302,357.6082134
625.402,357.5794464
625.502,357.5698575
625.602,357.5506797
625.702,357.5506797
625.802,357.5410908
625.902,357.5506797
626.002,357.5410908
626.102,357.5315019
626.202,357.5123243
626.302,357.5027355
626.402,357.4931467
626.502,357.5315019
626.602,357.5027355
626.702,357.4931467
626.802,357.4547918
626.902,357.4739692
627.002,357.4643805
627.102,357.4547918
627.202,357.4356144
627.302,357.4547918
627.402,357.4356144
627.502,357.4452031
627.602,357.4068485
627.702,357.4164371
627.802,357.4164371
627.902,357.4068485
628.002,357.4068485
628.102,357.3972599
628.202,357.3780828
628.302,357.3589058
628.402,357.3684943
628.502,357.3493173
628.602,357.3493173
628.702,357.3493173
628.802,357.3493173
628.902,357.3301403
629.002,357.3397288
629.102,357.3013751
629.202,357.3205519
629.302,357.3013751
629.402,357.3109635
629.502,357.3013751
629.602,357.3109635
629.702,357.27261
629.802,357.2917867
629.902,357.2630217
630.002,357.27261
630.102,357.2630217
630.202,357.2438451
630.302,357.2342568
630.402,357.2438451
630.502,357.2246686
630.602,357.2246686
630.702,357.2342568
630.802,357.195904
630.902,357.2246686
631.002,357.2054922
631.102,357.2150804
631.202,357.195904
631.302,357.2054922
631.402,357.1767277
631.502,357.1767277
631.602,357.1575514
631.702,357.1671395
631.802,357.195904
631.902,357.1479633
632.002,357.1287872
632.102,357.1383753
632.202,357.1096111
632.302,357.1191992
632.402,357.1096111
632.502,357.1096111
632.602,357.1191992
632.702,357.0904352
632.802,357.0616713
632.902,357.0712593
633.002,357.0808472
633.102,357.0712593
633.202,357.0712593
633.302,357.0808472
633.402,357.013732
633.502,357.0616713
633.602,357.0424955
633.702,357.0424955
633.802,357.013732
633.902,357.013732
634.002,356.9945564
634.102,356.9945564
634.202,357.013732
634.302,356.9753809
634.402,356.9849686
634.502,356.9945564
634.602,356.9562054
634.702,356.93703
634.802,356.9466177
634.902,356.9562054
635.002,356.9274423
635.102,356.93703
635.202,356.9178547
635.302,356.9274423
635.402,356.9082671
635.502,356.9082671
635.602,356.8986795
635.702,356.8795043
635.802,356.8795043
635.902,356.8603292
636.002,356.8699167
636.102,356.8603292
636.202,356.8795043
636.302,356.8986795
636.402,356.8603292
636.502,356.8411542
636.602,356.8507417
636.702,356.8411542
636.802,356.8219792
636.902,356.8219792
637.002,356.8219792
637.102,356.8123918
637.202,356.793217
637.302,356.7836296
637.402,356.7740422
637.502,356.7740422
637.602,356.7548675
637.702,356.7548675
637.802,356.7644548
637.902,356.7548675
638.002,356.7261056
638.102,356.7261056
638.202,356.7452802
638.302,356.7356929
638.402,356.6877567
638.502,356.6877567
638.602,356.6877567
638.702,356.6589951
638.802,356.6398209
638.902,356.649408
639.002,356.6589951
639.102,356.6589951
639.202,356.6685823
639.302,356.6302338
639.402,356.6014726
639.502,356.6398209
639.602,356.6302338
639.702,356.6014726
639.802,356.5822985
639.902,356.5727115
640.002,356.5918855
640.102,356.5822985
640.202,356.5822985
640.302,356.5631245
640.402,356.5343637
640.502,356.5343637
640.602,356.5151899
640.702,356.5151899
640.802,356.4960162
640.902,356.505603
641.002,356.4864293
641.102,356.4768425
641.202,356.4768425
641.302,356.4576689
641.402,356.4672557
641.502,356.4384954
641.602,356.4384954
641.702,356.4289087
641.802,356.419322
641.902,356.419322
642.002,356.419322
642.102,356.4097353
642.202,356.4097353
642.302,356.3905619
642.402,356.3809753
642.502,356.3809753
642.602,356.3809753
642.702,356.3330423
642.802,356.3522154
642.902,356.361802
643.002,356.3234557
643.102,356.3426289
643.202,356.3138692
